feature	accession	entry	log2fc	ci_low	ci_high	se	t	p	q	residual_sd	mean_log2_abundance
psvid_23108_sp|Q9NYU2|UGGG1_HUMAN	Q9NYU2	UGGG1_HUMAN	-0.11228942818476018	-0.46008704084052093	0.23550818447100058	0.15238713158209563	-0.7368694916622038	0.4810295451214327	0.9999395271090271	0.12784448356878816	29.260294043639067
psvid_59023_sp|Q8TEB9|RHBL4_HUMAN	Q8TEB9	RHBL4_HUMAN	0.17537595947893792	-0.36816709445126294	0.7189190134091388	0.23815277582648947	0.7364010722541872	0.48130005712119317	0.9999395271090271	0.3609869316387741	23.137504265471847
psvid_47390_sp|Q13200|PSMD2_HUMAN	Q13200	PSMD2_HUMAN	0.14434545844607705	-0.30334576653877954	0.5920366834309336	0.19615540511901472	0.7358729592921354	0.4816051597090608	0.9999395271090271	0.26124726174786844	24.93491606201215
psvid_55911_sp|O95479|G6PE_HUMAN	O95479	G6PE_HUMAN	-0.10810933813056511	-0.4436168565922385	0.22739818033110826	0.14700224067726805	-0.7354264644707745	0.4818632068917975	0.9999395271090271	0.1042052190546015	29.429008373758425
psvid_80086_sp|Q9H7Z7|PGES2_HUMAN	Q9H7Z7	PGES2_HUMAN	0.13504981428998253	-0.28478383808728225	0.5548834666672473	0.18394964111133427	0.7341673159788583	0.48259139867707984	0.9999395271090271	0.22905064383551435	24.05326842238278
psvid_54328_sp|P02647|APOA1_HUMAN	P02647	APOA1_HUMAN	-0.11621800486270395	-0.47754367033756734	0.24510766061215944	0.15831443266174547	-0.7340960827684945	0.4826326154830962	0.9999395271090271	0.15036748700035985	26.416780227771383
psvid_106450_sp|O15431|COPT1_HUMAN	O15431	COPT1_HUMAN	-0.16637593287625307	-0.6844948439323185	0.35174297817981237	0.22701321631100324	-0.7328909548963071	0.4833302672505229	0.9999395271090271	0.33567921549864005	22.081940081107653
psvid_54848_sp|Q14697|GANAB_HUMAN	Q14697	GANAB_HUMAN	-0.10317207323871358	-0.4249337468243367	0.21858960034690955	0.14097951425359073	-0.7318231573214957	0.48394895961323287	0.9999395271090271	0.07040783475066285	30.57317197547848
psvid_84835_sp|P12074|CX6A1_HUMAN	P12074	CX6A1_HUMAN	-0.11292535520635649	-0.46563078478697983	0.23978007437426685	0.1545374860304745	-0.7307311520784531	0.48458220406956476	0.9999395271090271	0.13634467053664764	24.22620779310622
psvid_32694_sp|Q8NBJ7|SUMF2_HUMAN	Q8NBJ7	SUMF2_HUMAN	-0.10731564466122734	-0.4428341430252113	0.22820285370275661	0.14700705150907736	-0.7300033811956349	0.4850045273545478	0.9999395271090271	0.10422830859770749	26.018800308563826
psvid_44689_sp|Q6UXH1|CREL2_HUMAN	Q6UXH1	CREL2_HUMAN	-0.13132748223528967	-0.5429185819546076	0.28026361748402834	0.18033817596392368	-0.7282289594720172	0.48603520815987594	0.9999395271090271	0.21906115222201739	25.29208495995541
psvid_40265_sp|Q9HDC9|APMAP_HUMAN	Q9HDC9	APMAP_HUMAN	-0.10641787034528516	-0.4407912541677526	0.2279555134771823	0.1465053208646886	-0.7263754634793916	0.48711331670523955	0.9999395271090271	0.10179621769351822	28.319785177319766
psvid_77669_sp|Q14257|RCN2_HUMAN	Q14257	RCN2_HUMAN	-0.12467135781616623	-0.5166015461517041	0.2672588305193716	0.17172376982356455	-0.7259994230516734	0.4873322317533122	0.9999395271090271	0.19408396730068567	23.37786067808246
psvid_30212_sp|Q96NB2|SFXN2_HUMAN	Q96NB2	SFXN2_HUMAN	-0.26565643065176836	-1.1021532306209831	0.5708403693174465	0.3665101291281083	-0.7248269816818951	0.48801518195618837	0.9999395271090271	0.6280061468433004	24.01635621887188
psvid_29481_sp|Q14498|RBM39_HUMAN	Q14498	RBM39_HUMAN	0.24708500044887938	-0.5347445418011112	1.02891454269887	0.34255773183682175	0.7212944782299614	0.490076567918298	0.9999395271090271	0.5801755014926108	22.09202531390723
psvid_29034_sp|Q96ER9|MITOK_HUMAN	Q96ER9	MITOK_HUMAN	-0.19244349128936733	-0.8023698175098852	0.41748283493115057	0.26723853168349443	-0.7201188020194967	0.4907638605718788	0.9999395271090271	0.42465004783805177	21.870440184134868
psvid_54296_sp|P19440|GGT1_HUMAN	P19440	GGT1_HUMAN	0.2019069656370256	-0.43808135846862906	0.8418952897426802	0.280410162139386	0.7200415423484612	0.49080904754801824	0.9999395271090271	0.4526273816983675	23.00131600632212
psvid_91752_sp|Q96S66|CLCC1_HUMAN	Q96S66	CLCC1_HUMAN	-0.13084636413048045	-0.5468106340799768	0.2851179058190158	0.18225427556624232	-0.7179330291372117	0.49204327866071956	0.9999395271090271	0.22439193328243606	25.047194139266704
psvid_63983_sp|Q9P0Z9|SOX_HUMAN	Q9P0Z9	SOX_HUMAN	-0.1486629653278735	-0.6221390871194373	0.32481315646369036	0.2074530285630363	-0.7166102435699127	0.49281858516408655	0.9999395271090271	0.28942189449968336	24.002700711817166
psvid_102576_sp|P08708|RS17_HUMAN	P08708	RS17_HUMAN	0.1855439746406331	-0.4057619110417897	0.7768498603230559	0.2590800066702599	0.716164774832592	0.4930798562179354	0.9999395271090271	0.4070838569048799	26.817555007615006
psvid_90971_sp|Q8WWC4|MAIP1_HUMAN	Q8WWC4	MAIP1_HUMAN	0.12781187900214697	-0.280177619674462	0.5358013776787559	0.1787601385305709	0.7149909373128454	0.49376874229796536	0.9999395271090271	0.21461518114604042	23.657514821208586
psvid_90147_sp|P62070|RRAS2_HUMAN	P62070	RRAS2_HUMAN	-0.231354676874985	-0.9717120945811504	0.5090027408311804	0.3243867672589133	-0.7132062717291006	0.4948172711783854	0.9999395271090271	0.5434779599900211	22.609840271207094
psvid_55837_sp|Q9BRK5|CAB45_HUMAN	Q9BRK5	CAB45_HUMAN	-0.13102849353881663	-0.5505940138537467	0.2885370267761135	0.18383215935074262	-0.7127615429290627	0.49507877802310724	0.9999395271090271	0.22872949568793885	24.645635233284743
psvid_49957_sp|Q92597|NDRG1_HUMAN	Q92597	NDRG1_HUMAN	0.13785839989512905	-0.3036417573115705	0.5793585571018286	0.19344279575709403	0.7126571933350143	0.49514014972994486	0.9999395271090271	0.2542719921752709	23.586465738742326
psvid_27932_sp|P33947|ERD22_HUMAN	P33947	ERD22_HUMAN	0.3923132469556263	-0.8645634691052568	1.6491899630165094	0.5506991150695858	0.7123912790490938	0.4952965651378166	0.9999395271090271	0.9844867859684737	20.643571583647518
psvid_55840_sp|P14324|FPPS_HUMAN	P14324	FPPS_HUMAN	-0.16892522696842427	-0.7104697146359256	0.372619260699077	0.2372771062733722	-0.7119322619090009	0.49556664053655375	0.9999395271090271	0.35901953459085045	21.761557959469016
psvid_34817_sp|P67812|SC11A_HUMAN	P67812	SC11A_HUMAN	-0.15313856297192885	-0.6448579526593852	0.33858082671552747	0.2154462958086352	-0.7107969176130573	0.49623505156725467	0.9999395271090271	0.308653136839802	25.075527253308014
psvid_75431_sp|Q96EE3|SEH1_HUMAN	Q96EE3	SEH1_HUMAN	0.11746370522182836	-0.26042708366823686	0.4953544941118936	0.16557242279649806	0.7094400337802678	0.4970346362228338	0.9999395271090271	0.17495408929908252	21.73227389177925
psvid_49809_sp|P09960|LKHA4_HUMAN	P09960	LKHA4_HUMAN	-0.23285755672998043	-0.9821099038252153	0.5163947903652545	0.3282840705350206	-0.7093172579177572	0.49710702569248105	0.9999395271090271	0.5513829467961341	19.821206130530896
psvid_88475_sp|Q15084|PDIA6_HUMAN	Q15084	PDIA6_HUMAN	-0.10483103600094079	-0.44270072657560283	0.23303865457372125	0.14803722372345085	-0.7081397054350075	0.4978016563144226	0.9999395271090271	0.10907669985182344	30.3792744079904
psvid_881771_sp|P02763|A1AG1_HUMAN	P02763	A1AG1_HUMAN	-0.15207447084087988	-0.6452504643036501	0.34110152262189025	0.2160845051093742	-0.7037731408085243	0.5003828002683444	0.9999395271090271	0.3101674366641986	27.53563703693542
psvid_54725_sp|Q99442|SEC62_HUMAN	Q99442	SEC62_HUMAN	0.11471810404685545	-0.2574163640831185	0.4868525721768294	0.1630502973500391	0.7035749453469362	0.5005001558776686	0.9999395271090271	0.16669980189681405	24.19162412572416
psvid_67826_sp|Q96TC7|RMD3_HUMAN	Q96TC7	RMD3_HUMAN	0.1124440867779084	-0.2530441806210636	0.4779323541768804	0.1601382719983336	0.7021687281543696	0.5013333022556924	0.9999395271090271	0.15680112139553692	24.494745725241977
psvid_90803_sp|Q49AH0|CDNF_HUMAN	Q49AH0	CDNF_HUMAN	-0.15512525471160643	-0.6593882079987436	0.3491376985755308	0.22094224404754642	-0.702107717699399	0.5013694690155149	0.9999395271090271	0.3216011125470665	23.183243080784912
psvid_72059_sp|P54136|SYRC_HUMAN	P54136	SYRC_HUMAN	0.19384285824169467	-0.43682071198956973	0.8245064284729591	0.2763245317499854	0.7015043398936472	0.5017272371439659	0.9999395271090271	0.44399562540170934	23.855503850009335
psvid_32785_sp|P55084|ECHB_HUMAN	P55084	ECHB_HUMAN	0.1313490256806764	-0.2965465250503669	0.5592445764117198	0.18748195277919694	0.7005955705793723	0.5022663867487194	0.9999395271090271	0.2385966372798635	28.911223087292008
psvid_62822_sp|P22310|UD14_HUMAN	P22310	UD14_HUMAN	-0.22919549457305344	-0.9771307567239976	0.5187397675778908	0.3277069912526821	-0.6993915317367451	0.5029812709756517	0.9999395271090271	0.550213683023747	27.634432025388566
psvid_38263_sp|O75521|ECI2_HUMAN	O75521	ECI2_HUMAN	-0.11609782806073188	-0.4953626580010582	0.26316700187959446	0.1661744573324067	-0.6986502614447889	0.5034217082624975	0.9999395271090271	0.17688554689287037	24.629505459694542
psvid_48121_sp|Q8IUE6|H2A2B_HUMAN	Q8IUE6	H2A2B_HUMAN	-0.2695516569648868	-1.1520058008373402	0.6129024869075665	0.38664628750789015	-0.6971530974790134	0.5043120068208758	0.9999395271090271	0.667827341713285	21.00750586089339
psvid_31050_sp|Q07954|LRP1_HUMAN	Q07954	LRP1_HUMAN	-0.1265290566848325	-0.5414865272925271	0.28842841392286217	0.1818131475705544	-0.6959290809028629	0.5050406067725833	0.9999395271090271	0.2231709941252436	28.99568549398419
psvid_15859_sp|P62072|TIM10_HUMAN	P62072	TIM10_HUMAN	0.352108735860007	-0.8037663065097871	1.5079837782298011	0.5064453456970808	0.6952551521139128	0.5054420454154409	0.9999395271090271	0.9000194666202395	22.43661378425179
psvid_40168_sp|P51572|BAP31_HUMAN	P51572	BAP31_HUMAN	0.10598392488016639	-0.24197705548384385	0.45394490524417663	0.15245871095914534	0.6951647709297969	0.5054958978375118	0.9999395271090271	0.12813452865998282	27.20208652389417
psvid_59047_sp|P28845|DHI1_HUMAN	P28845	DHI1_HUMAN	-0.12778913548012927	-0.5474475900420988	0.29186931908184016	0.18387287838622973	-0.6949863220811984	0.5056022347083432	0.9999395271090271	0.22884083304176883	28.186500349318635
psvid_25441_sp|Q9Y617|SERC_HUMAN	Q9Y617	SERC_HUMAN	-0.1099917156882464	-0.471665354328914	0.2516819229524212	0.1584668967117415	-0.6940990072414073	0.5061311887208924	0.9999395271090271	0.15091294058175428	24.089638763789488
psvid_70086_sp|Q9HA82|CERS4_HUMAN	Q9HA82	CERS4_HUMAN	0.1637515201426547	-0.3752265705941341	0.7027296108794435	0.23615264235372055	0.6934138805755133	0.5065398483406376	0.9999395271090271	0.3564879726279049	23.868923910201158
psvid_36588_sp|P34913|HYES_HUMAN	P34913	HYES_HUMAN	-0.10479353028336735	-0.4505978657685727	0.24101080520183799	0.15151377943873384	-0.691643563189853	0.5075967459496624	0.9999395271090271	0.12426237772209009	25.596324675199007
psvid_50969_sp|Q8NBM4|UBAC2_HUMAN	Q8NBM4	UBAC2_HUMAN	-0.11621828439524506	-0.5004517064717819	0.26801513768129187	0.16835144037106803	-0.6903313932989534	0.5083810090178252	0.9999395271090271	0.1837563934044142	22.568785324607514
psvid_95165_sp|Q8IVH4|MMAA_HUMAN	Q8IVH4	MMAA_HUMAN	0.36192356836587436	-0.835957191430281	1.5598043281620297	0.5248501033944457	0.6895751111129618	0.5088333685754022	0.9999395271090271	0.9352098942632517	21.87850422804356
psvid_71810_sp|O14653|GOSR2_HUMAN	O14653	GOSR2_HUMAN	0.09751539302583989	-0.2252750085742316	0.4203057946259114	0.1414302502724578	0.6894945942468581	0.5088815433192949	0.9999395271090271	0.07341919795980481	23.831445102675627
psvid_24128_sp|P0C0L5|CO4B_HUMAN	P0C0L5	CO4B_HUMAN	-0.23112612937304444	-0.9964690968790213	0.5342168381329324	0.3353341577137276	-0.689241236111578	0.5090331506880426	0.9999395271090271	0.5656342513748804	24.683580751093146
psvid_52711_sp|Q8NBJ5|GT251_HUMAN	Q8NBJ5	GT251_HUMAN	-0.11034752147553384	-0.47605079242730736	0.2553557494762397	0.16023247556241563	-0.6886713887944019	0.5093742449053834	0.9999395271090271	0.1571282284842236	25.42553737797242
psvid_101229_sp|Q5TGZ0|MIC10_HUMAN	Q5TGZ0	MIC10_HUMAN	-0.21411519680291935	-0.9240322351321402	0.49580184152630147	0.31104934937929546	-0.6883640722290211	0.5095582545921247	0.9999395271090271	0.5162669924144457	24.137195623583104
psvid_79765_sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	0.13028935008186693	-0.30175268467789595	0.5623313848416298	0.1892987300781054	0.688273767225533	0.509612333691631	0.9999395271090271	0.24342858522969496	24.82229924960038
psvid_75382_sp|Q15166|PON3_HUMAN	Q15166	PON3_HUMAN	-0.20531578373915504	-0.886609061362124	0.47597749388381394	0.2985078809206396	-0.6878069118508119	0.5098919665099663	0.9999395271090271	0.4904285445489256	27.872076484058553
psvid_83022_sp|P19022|CADH2_HUMAN	P19022	CADH2_HUMAN	0.11291133172157064	-0.26274615082699015	0.48856881427013144	0.16459390214269815	0.6859994826763375	0.5109754604690488	0.9999395271090271	0.1717837685848403	22.890076776629723
psvid_26148_sp|P50416|CPT1A_HUMAN	P50416	CPT1A_HUMAN	-0.13653154066398887	-0.5920967493684972	0.31903366804051947	0.19960538220194965	-0.6840073106137681	0.512171350894144	0.9999395271090271	0.2699922709972474	27.332755163965714
psvid_72482_sp|P31513|FMO3_HUMAN	P31513	FMO3_HUMAN	-0.11235276113656223	-0.4874736379129545	0.26276811563983005	0.16435878892904854	-0.6835823132346357	0.5124266982298062	0.9999395271090271	0.17101610397940764	30.724133221107728
psvid_30318_sp|O00165|HAX1_HUMAN	O00165	HAX1_HUMAN	-0.11501250644689343	-0.4994707126875009	0.269445699793714	0.16844992929894254	-0.6827696926057151	0.5129151565469122	0.9999395271090271	0.18406324475113295	22.39856704828789
