feature	accession	entry	protein_log2fc	protein_se	protein_ci_low	protein_ci_high	protein_t	protein_p	protein_q	protein_residual_sd	nsaf_log2fc	nsaf_se	nsaf_ci_low	nsaf_ci_high	nsaf_t	nsaf_p	nsaf_q	nsaf_residual_sd	psm_log2_log2fc	psm_log2_se	psm_log2_ci_low	psm_log2_ci_high	psm_log2_t	psm_log2_p	psm_log2_q	psm_log2_residual_sd
psvid_30569_sp|Q7Z7H5|TMED4_HUMAN	Q7Z7H5	TMED4_HUMAN	-0.2861422071807205	0.15246775218919245	-0.6564005654032552	0.0841161510418143	-1.876739199418744	0.10811789516771858	0.6954560183642976	0.27781828699308636	0.18411535190130568	0.18025269372443622	-0.29861646252268487	0.6668471663252962	1.0214291287251138	0.3598030496485322	0.7995936304778763	0.28719652823814784	0.10375937481971098	0.15968292794721026	-0.30902794473719686	0.5165466943766188	0.6497837693332683	0.5450080499776447	0.8166899153832377	0.24302658865249255
psvid_86141_sp|P61106|RAB14_HUMAN	P61106	RAB14_HUMAN	-0.1403796464990723	0.07486571493914657	-0.322186332191718	0.04142703919357338	-1.8750859003106792	0.10836910613539939	0.6954560183642976	0.06582591185527006	-0.28361904464233456	0.20956295241029957	-0.8448461872875711	0.277608098002902	-1.3533835125926357	0.2411895348841571	0.7413118739788219	0.34066688127415184	-0.18541526205893843	0.09603821232822735	-0.4336782213598343	0.06284769724195743	-1.930640497818196	0.1124720585533846	0.5319320213874119	0.07617413629857973
psvid_42040_sp|P02675|FIBB_HUMAN	P02675	FIBB_HUMAN	-0.131728935179507	0.07036139289075113	-0.3025971577375025	0.03913928737848851	-1.8721763422739535	0.10881260323188975	0.6954560183642976	0.04039515983716625	1.3322676295501878e-15	0.06648275985679548	-0.17804640047514755	0.17804640047515022	2.0039294885168806e-14	0.9999999999999849	1.0	7.674738709330906e-15	-0.024888238970478982	0.09499712041241277	-0.27045993035146587	0.22068345241050794	-0.26198940412542193	0.8039675422500092	0.9391309833380596	0.07177510020205796
psvid_89287_sp|P61803|DAD1_HUMAN	P61803	DAD1_HUMAN	-0.22144755621423062	0.11844798354620326	-0.5090910433967992	0.06619593096833803	-1.869576413074606	0.10921042319787243	0.6954560183642976	0.19779766254113204	0.282625323991442	0.111412423142377	-0.01574647873519852	0.5809971267180826	2.536748739682893	0.058563202608156804	0.6917486752637665	0.1532492402117629	0.20183873051440115	0.1281810672295085	-0.12951490784764524	0.5331923688764475	1.5746376190877582	0.17723479770044032	0.5790140801368967	0.17142608235607687
psvid_33217_sp|P06213|INSR_HUMAN	P06213	INSR_HUMAN	-0.19792263294032164	0.10595483813429599	-0.45522730130493916	0.059382035424295876	-1.8679905177096114	0.10945378992805128	0.6954560183642976	0.16597288842567423	-0.7337710156191561	0.3072695626089364	-1.5566646457262185	0.08912261448790626	-2.388036775881477	0.06938969504299733	0.6917486752637665	0.5142306325407786	-0.8168700777162465	0.27717576383048526	-1.533381492358825	-0.10035866307366814	-2.947119424971899	0.03271819393288934	0.48232346954803157	0.47647385055552544
psvid_45490_sp|P42167|LAP2B_HUMAN	P42167	LAP2B_HUMAN	0.20980780964681944	0.11241801816355824	-0.0631922854042351	0.482807904697874	1.8663183453525012	0.10971097724603952	0.6954560183642976	0.18268892388996472	-0.2480006204656613	0.27390252419092714	-0.9815345263729572	0.48553328544163465	-0.9054338626422785	0.41199558584555884	0.8101536433552932	0.4554703492336253	-0.33048202372184043	0.2693796037036248	-1.0268400250786414	0.3658759776349604	-1.226826452998429	0.2754576821911856	0.6642062428136009	0.46160967291628047
psvid_44044_sp|Q7Z434|MAVS_HUMAN	Q7Z434	MAVS_HUMAN	0.22283771573243705	0.11956027300142637	-0.0675068965185206	0.5131823279833947	1.863810696800421	0.11009778443108129	0.6954560183642976	0.2005420724094662	0.018677216940724328	0.29297245264775446	-0.7659275549530362	0.8032819888344849	0.0637507614518975	0.9519569335289261	1.0	0.4890984292107346	-0.06575860145844847	0.29182465252314327	-0.8201380310207486	0.6886208281038516	-0.22533600533708667	0.8307980917270675	0.9520942959775506	0.504285222257151
psvid_51004_sp|Q16891|MIC60_HUMAN	Q16891	MIC60_HUMAN	-0.1806825145756612	0.09729336466615882	-0.4169533387335309	0.05558830958220848	-1.8570897943105809	0.11114114764005023	0.6954560183642976	0.14239869151201698	-0.10497091287009708	0.07149924597580902	-0.29645188342699047	0.08651005768679632	-1.468140138227651	0.20956783409831656	0.7258795267620202	0.04509835368222965	-0.18646309512531856	0.08865511996345615	-0.4156404392858001	0.04271424903516294	-2.103241134885149	0.09042066616939702	0.5204027816531388	0.03660897674537281
psvid_85002_sp|P43155|CACP_HUMAN	P43155	CACP_HUMAN	0.1460694354256269	0.07866359005725848	-0.044960151410215504	0.33709902226146926	1.8568874789378966	0.11117270631922327	0.6954560183642976	0.0821028293357297	-0.033691589558547896	0.1492276036023708	-0.43333561351551525	0.36595243439841946	-0.22577317296015756	0.8314666154266661	0.9778892202407429	0.22901062352404408	-0.11657950105563464	0.17798177370804005	-0.5766701334319025	0.34351113132063327	-0.6550080866531354	0.5419084400813545	0.8166555724192858	0.28157010155486945
psvid_53550_sp|Q9NUQ7|UFSP2_HUMAN	Q9NUQ7	UFSP2_HUMAN	-0.186630099307866	0.1007364644390125	-0.4312622749698314	0.05800207635409935	-1.8526568343169807	0.11183466436415647	0.6954560183642976	0.15196381299698147	-0.013470676769036238	0.0874337270303389	-0.24762552249762212	0.22068416895954965	-0.1540672830332625	0.8843578942480464	0.9859598549060477	0.0973406547336987	-0.09300008732876686	0.12350328911475955	-0.41226146564591015	0.22626129098837644	-0.7530170896286896	0.48596351077860334	0.7877497068248037	0.1597943000245483
psvid_74311_sp|O60701|UGDH_HUMAN	O60701	UGDH_HUMAN	-0.1339586093063767	0.07230774650463839	-0.309553429346469	0.04163621073371562	-1.8526176762787585	0.11184080945372996	0.6954560183642976	0.052711052297518414	-0.03402277592189673	0.08147285815426109	-0.25221391542986127	0.1841683635860678	-0.41759644491025283	0.6957931020029412	0.9422796757100113	0.0807267789815082	-0.11539444306939028	0.10478202866969266	-0.3862605482211975	0.15547166208241692	-1.1012808640415948	0.321823118959502	0.6810157109210588	0.10746458133767657
psvid_59530_sp|O75452|RDH16_HUMAN	O75452	RDH16_HUMAN	-0.17686923713650327	0.0956453351662987	-0.4091379251825784	0.05539945090957185	-1.8492196909444716	0.11237532751446376	0.6954560183642976	0.13771111055230448	-0.7499994589897652	0.2167053089111027	-1.3303544306935047	-0.16964448728602577	-3.4609187137977844	0.02207979318164638	0.6392260310717692	0.3535531355586037	-0.22402923035182054	0.11120804785674276	-0.5115068748193434	0.06344841411570229	-2.0145055566519163	0.10112654005498886	0.5298642993296541	0.12684871365355696
psvid_55837_sp|Q9BRK5|CAB45_HUMAN	Q9BRK5	CAB45_HUMAN	-0.13102849353881663	0.07090740572711314	-0.30322267396958885	0.0411656868919556	-1.847881645015744	0.1125864987917119	0.6954560183642976	0.04416211861310714	-0.07521752825760775	0.14947510356076316	-0.47552437783740464	0.32508932132218915	-0.5032110797436649	0.6389346445519485	0.9190364020538448	0.22948440596887584	-0.15733915501990192	0.1753069245774578	-0.6105151859605223	0.2958368759207185	-0.8975067893018853	0.41130395714395784	0.7525604513121253	0.2760241221741195
psvid_32010_sp|P54855|UDB15_HUMAN	P54855	UDB15_HUMAN	-0.26602918322827307	0.1440463236788779	-0.6158366313445951	0.0837782648880489	-1.8468307724488078	0.11275262247915549	0.6954560183642976	0.2585951531687808	-0.007981770843421554	0.0815959445907768	-0.22650254613991447	0.21053900445307136	-0.09782068071461204	0.9263643417864714	0.9977355245706029	0.08109124202984398	-0.12933126440188603	0.102784511561837	-0.3950337008802744	0.13637117207650234	-1.2582758086472787	0.26482350933711374	0.6600464366456938	0.10095463241021324
psvid_110282_sp|P00403|COX2_HUMAN	P00403	COX2_HUMAN	-0.15483890628998775	0.0839462354633055	-0.35869706564054604	0.049019253060570506	-1.8445008931659692	0.11312179597140135	0.6954560183642976	0.10143036082332284	-0.13026141663490431	0.18780310563997307	-0.6332138667028077	0.37269103343299903	-0.6936062968235533	0.5227609412359421	0.8667313206910913	0.30107700266297777	-0.21047803602349324	0.1736995460154892	-0.6594989234140931	0.23854285136710657	-1.2117362471674187	0.2806963094799451	0.6643263115070572	0.27267845968238436
psvid_40056_sp|P56537|IF6_HUMAN	P56537	IF6_HUMAN	0.19335785054325605	0.10490137606071379	-0.06138855135377269	0.4481042524402848	1.843234643855828	0.11332293485675864	0.6954560183642976	0.1631861753816278	0.3006677401197022	0.19663624129422724	-0.22594058722429922	0.8272760674637036	1.5290555705334725	0.19447522142808377	0.7215822695521661	0.3172149554568471	0.22055315547321575	0.2254541895715662	-0.36225573832968416	0.8033620492761157	0.9782615079912067	0.37366241895852026	0.7156202560569989	0.3767693543234962
psvid_46379_sp|P02760|AMBP_HUMAN	P02760	AMBP_HUMAN	-0.1494501375287518	0.08114724800704982	-0.34651113167317044	0.04761085661566683	-1.8417154148686352	0.11356472371756933	0.6954560183642976	0.09154189855011761	-0.01344217999749775	0.12441595518421443	-0.3466385309002286	0.3197541709052331	-0.10804225211786389	0.9187048106768229	0.9969247407898192	0.18026644650105006	-0.09491089818591236	0.11759560389268142	-0.39890065304927125	0.20907885667744652	-0.8070956315044627	0.4569201017846631	0.7776897008297246	0.14447563193386245
psvid_50981_sp|Q15041|AR6P1_HUMAN	Q15041	AR6P1_HUMAN	0.1978768525284007	0.10747861542399126	-0.06312821326110485	0.45888191831790626	1.8410811466801875	0.11366581932469427	0.6954560183642976	0.1699705914709068	0.13500465559366193	0.2297764999822387	-0.4803560608347497	0.7503653720220735	0.5875477065935705	0.5856305275118628	0.8948438526472344	0.37702520844906096	0.07144226741801707	0.2343818404560743	-0.534444992531665	0.6773295273676991	0.30481144477319744	0.773009261977512	0.9198277689242694	0.39419439177776056
psvid_30038_sp|Q8WWQ8|STAB2_HUMAN	Q8WWQ8	STAB2_HUMAN	0.34902869104255174	0.1896284982964012	-0.11147220467674074	0.8095295867618442	1.8405919689191341	0.1137438496123536	0.6954560183642976	0.3601095864031108	-0.14484570875974967	0.10300553219941941	-0.42070315325570173	0.1310117357362024	-1.406193489484889	0.22609964654240491	0.7312711241235058	0.1348656573636414	-0.22813428968741511	0.10186234226963659	-0.4914528784045015	0.035184299029671295	-2.2396332599885445	0.07624467147015426	0.5145730914035103	0.09784820920670705
psvid_27287_sp|O75643|U520_HUMAN	O75643	U520_HUMAN	0.1320029664346647	0.07199576579926788	-0.042834228060950136	0.30684016093027955	1.8334823578750936	0.11488389864844319	0.6954560183642976	0.050917063213270504	0.013779083829319916	0.26899996815557303	-0.7066253663047393	0.7341835339633791	0.05122336602415856	0.9613863161027236	1.0	0.4468026114072045	-0.06714848279392327	0.29270057813373135	-0.8237922181876234	0.6894952525997768	-0.2294101474690082	0.8278019626852448	0.9520942959775506	0.5059437324891991
psvid_63611_sp|O14681|EI24_HUMAN	O14681	EI24_HUMAN	0.1892695511372411	0.10335775580503596	-0.06172826593853892	0.4402673682130211	1.8312080178507435	0.11525096534729688	0.6954560183642976	0.15906671375116235	0.0699673280558466	0.23033263344638003	-0.5468827603794947	0.6868174164911879	0.3037664572707391	0.7751137229360924	0.9665779766182299	0.37802099363981434	-0.010160496124336449	0.20198616109783535	-0.5323035147864756	0.5119825225378027	-0.050302931988568486	0.9618635608758369	1.0	0.33034682145306327
psvid_73804_sp|P07148|FABPL_HUMAN	P07148	FABPL_HUMAN	0.13266382417399303	0.07246990345486601	-0.04332478383308622	0.3086524321810723	1.8306057804618932	0.11534835641428381	0.6954560183642976	0.05362276591420802	-0.7880006050468795	0.2542432008222438	-1.4688851960173306	-0.10711601407642846	-3.09939696518302	0.03180970093783829	0.6392260310717692	0.4206479332180886	-1.016699966373786	0.2772526026570802	-1.7334100127278176	-0.2999899200197542	-3.6670529208026625	0.01496818322932261	0.4566206351594144	0.4766201214523413
psvid_47209_sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	0.20781217660177376	0.11393179027902758	-0.0688640189370826	0.4844883721406301	1.8240051884801072	0.11642109287744029	0.6954560183642976	0.1865212261891889	-0.6088049195974032	0.4576265004034387	-1.8343670252376858	0.6167571860428793	-1.330353288239836	0.2480694742092724	0.745519190257882	0.7761197993068191	-0.6887218755408671	0.4188999294234381	-1.7715964273304208	0.39415267624868666	-1.6441202950041174	0.16215873633546737	0.5735005224757174	0.7415206330909971
psvid_18957_sp|P62328|TYB4_HUMAN	P62328	TYB4_HUMAN	-0.24551663357013176	0.13462715331240854	-0.5724502181603506	0.08141695102008706	-1.8236784150103735	0.11647445454018393	0.6954560183642976	0.2367111276501312	-0.44508270065492583	0.24557541670996036	-1.1027542396309657	0.21258883832111408	-1.812407392473636	0.13748789091799124	0.7067636245123187	0.40523442012049277	-0.5666966351737255	0.22293563521694018	-1.1429949563401558	0.009601685992704834	-2.541974209830874	0.0526551295577632	0.5036298607729148	0.37183280498531135
psvid_86249_sp|P03915|NU5M_HUMAN	P03915	NU5M_HUMAN	-0.163344461044594	0.08961518903396751	-0.38096931801989675	0.05428039593070877	-1.8227318695124364	0.11662915981622417	0.6954560183642976	0.11979623203311426	0.250847199056198	0.2533019825892713	-0.42751673063600126	0.9292111287483973	0.9903088656946926	0.37322754473975295	0.801546448152564	0.4189761519228076	0.16951797627815945	0.2404270364195139	-0.45199637837741025	0.7910323309337292	0.7050703564900772	0.5128050642612858	0.8019169954051512	0.40593355801822956
psvid_86841_sp|P60891|PRPS1_HUMAN	P60891	PRPS1_HUMAN	0.2170194045494771	0.11906521982091602	-0.0721230021516725	0.5061618112506268	1.8226935193660443	0.11663543209473237	0.6954560183642976	0.19932210295759845	-0.05417454471353089	0.08176391790443471	-0.27314516661592725	0.16479607718886546	-0.6625727595007109	0.5406591630556059	0.870139239925974	0.08158687002931284	-0.13463326794348474	0.10561158042249111	-0.4076438004857053	0.13837726459873584	-1.2747964513445833	0.2593885341462324	0.6541369364189723	0.11008986087794408
psvid_80597_sp|P02746|C1QB_HUMAN	P02746	C1QB_HUMAN	-0.26676530259605435	0.14652720054547702	-0.6225974043351269	0.08906679914301818	-1.8205855404523308	0.11698070846210104	0.6954560183642976	0.2642882575444179	-0.26583782096756314	0.33229692077378	-1.1557568129015272	0.6240811709664009	-0.8000008557062115	0.46462025570577486	0.8337187464473949	0.5580912599891805	-0.34807935569468995	0.3355609388761465	-1.215518989269519	0.5193602778801393	-1.037305941688177	0.34796563638401723	0.6990333245481015	0.5865977189557267
psvid_40573_sp|P02679|FIBG_HUMAN	P02679	FIBG_HUMAN	-0.13829439526643394	0.07605236011611269	-0.32298277422672206	0.04639398369385414	-1.8184103038392685	0.11733805389529049	0.6954560183642976	0.07122204108543262	0.0	0.06648275985679548	-0.17804640047514889	0.17804640047514889	0.0	1.0	1.0	4.351167857633658e-15	-0.19045519244011566	0.1060116825055794	-0.4645000062831009	0.08358962140286957	-1.7965490966534938	0.13343265199345222	0.5528363832820967	0.11134116600869476
psvid_17725_sp|P60842|IF4A1_HUMAN	P60842	IF4A1_HUMAN	-0.17947471910183221	0.09871836080614489	-0.4192060568679172	0.06025661866425275	-1.8180480068370473	0.11739767569854276	0.6954560183642976	0.14639265711297583	-0.03507540207789095	0.1392286751248527	-0.4079414579140209	0.337790653758239	-0.2519265664665503	0.8124155505325892	0.9751168687974395	0.2096926349017812	-0.11576395800555983	0.15707791122943068	-0.5218171959536394	0.29028927994251974	-0.736984322617284	0.4948254936560543	0.7948225363329373	0.23740606260452807
psvid_37797_sp|Q96DZ1|ERLEC_HUMAN	Q96DZ1	ERLEC_HUMAN	0.25098953304862626	0.13810383411072402	-0.08438695245647437	0.5863660185537269	1.8173972841868873	0.1175048372931484	0.6954560183642976	0.24484219722712222	-0.14283426490641205	0.15411467422340988	-0.5555662733997933	0.2698977435869692	-0.9268050925465711	0.40193408258408303	0.8101536433552932	0.23833127244905422	-0.22206872936029298	0.1466095241173085	-0.60106073094674	0.156923272226154	-1.5146951106846673	0.1913444918284973	0.5943275882551811	0.21437879500012588
psvid_97390_sp|P08865|RSSA_HUMAN	P08865	RSSA_HUMAN	-0.19730674610313237	0.108710173410589	-0.4613025730970643	0.06668908089079956	-1.8149795912653153	0.11790382707263514	0.6954560183642976	0.1731746673314025	0.007617461162330308	0.06677913733164281	-0.17122266301941777	0.18645758534407839	0.11406947538869791	0.9141930992218351	0.9960408936531061	0.010772716886617842	-0.05483519419919736	0.10619593438293033	-0.3293563071654061	0.21968591876701138	-0.5163586960068354	0.6280134425193964	0.8526010312349421	0.11191427644321338
psvid_69822_sp|Q9BXJ8|TACAN_HUMAN	Q9BXJ8	TACAN_HUMAN	-0.2470559407951507	0.13648092439221132	-0.5784912919994434	0.08437941040914199	-1.8101866022329614	0.11869874465005018	0.6954560183642976	0.24105498918400192	0.24310825671880165	0.17486219172335368	-0.22518734175816496	0.7114038551957682	1.3902848541634365	0.23054654078248857	0.7365587977323307	0.27723125962454953	0.16237568822896697	0.14589659790477386	-0.21477336806522362	0.5395247445231576	1.1129504769874685	0.3172414254982012	0.6810157109210588	0.21278123781640151
psvid_24311_sp|O43264|ZW10_HUMAN	O43264	ZW10_HUMAN	0.15679876533870019	0.0866956927707471	-0.053736278363068685	0.3673338090404691	1.8086107893886894	0.11896123996837744	0.6954560183642976	0.11056918978599775	0.08117428539544758	0.2807898151366704	-0.6708043626458398	0.8331529334367349	0.28909269859356246	0.7856058533782048	0.9665779766182299	0.46763082597515415	0.0	0.2834069357474836	-0.7326192652837337	0.7326192652837337	0.0	1.0	1.0	0.488321756219669
psvid_32785_sp|P55084|ECHB_HUMAN	P55084	ECHB_HUMAN	0.1313490256806764	0.07288773869534457	-0.04565426895964669	0.3083523203209995	1.8020729965253517	0.12005638265205651	0.6954560183642976	0.055912482847240645	0.4999996393265098	0.2472682795958328	-0.1622055282771141	1.1622048069301338	2.0220937361790754	0.10671488709861764	0.6917486752637665	0.40824799597519146	0.16785199829191289	0.14142304303001133	-0.1977327239223412	0.533436720506167	1.1868787058718082	0.28952129874806753	0.6659413830042331	0.20265659954656248
psvid_79765_sp|P09382|LEG1_HUMAN	P09382	LEG1_HUMAN	0.13028935008186693	0.07234017538712723	-0.04538422146217888	0.30596292162591276	1.8010648907695574	0.12022612682551867	0.6954560183642976	0.05289447382102105	0.007942848346408127	0.1373296213238264	-0.35983738231775697	0.3757230790105732	0.05783783767726781	0.9564065574625094	1.0	0.20598008979094728	-0.07386397088154262	0.13376387116472555	-0.41964940042913046	0.2719214586660452	-0.5521967197748165	0.6050110972074787	0.8417286589624757	0.18485786371317342
psvid_62262_sp|P51690|ARSL_HUMAN	P51690	ARSL_HUMAN	-0.1697193190459707	0.09427041726594287	-0.3986491053428758	0.059210467250934345	-1.8003454738847888	0.12034740548854468	0.6954560183642976	0.1337388221193255	-0.16489458037885418	0.11827949795237452	-0.48165698473435675	0.1518678239766484	-1.3941095729477082	0.2294697425956094	0.7365587977323307	0.16769012544430525	-0.2469527418648627	0.11683720127066323	-0.5489819929379146	0.055076509208189184	-2.113648214602264	0.0892458797439049	0.5204027816531388	0.1424478577651929
psvid_50518_sp|Q6ZNB7|ALKMO_HUMAN	Q6ZNB7	ALKMO_HUMAN	-0.1961250727860646	0.10901921032943772	-0.4608713765238335	0.06862123095170425	-1.7989955365977026	0.1205753001850578	0.6954560183642976	0.17397506043641903	-0.3931681874586124	0.15887652426889518	-0.8186528292967482	0.03231645437952346	-2.4746776735446674	0.06283469141454397	0.6917486752637665	0.24734817593411038	-0.47672264890212945	0.18651511902058837	-0.9588723503579974	0.005427052553738598	-2.5559464101647795	0.05177718370683647	0.5036298607729148	0.2990988937967682
psvid_47970_sp|P08238|HS90B_HUMAN	P08238	HS90B_HUMAN	-0.15449809949135762	0.08624348710517875	-0.36393499014168973	0.05493879115897449	-1.7914175861527788	0.12186246421413999	0.6954560183642976	0.10909906277078159	0.10541420655482714	0.09845659761479546	-0.15826081003750314	0.3690892231471574	1.0706667618888563	0.3394121436412174	0.7995936304778763	0.1244827535994409	0.025436157304872475	0.1119817015634002	-0.2640414156706119	0.31491373028035685	0.22714565817229876	0.8294668628643809	0.9520942959775506	0.12905676290179907
psvid_100570_sp|Q96HS1|PGAM5_HUMAN	Q96HS1	PGAM5_HUMAN	-0.16540288364080613	0.09253545699152879	-0.39011942790087206	0.0593136606192598	-1.7874541177869585	0.1225410295899607	0.6954560183642976	0.12863791403423755	-0.21940217461595735	0.1582758560901558	-0.643278176750584	0.20447382751866927	-1.3862011556012894	0.2317016544416278	0.7365587977323307	0.24621405337039148	-0.3026417464849146	0.1719481427116194	-0.7471351800984486	0.1418516871286194	-1.7600756932425043	0.13979975590071841	0.5556992839403372	0.26902142940673046
psvid_66643_sp|CATG_HUMAN|		CATG_HUMAN	-0.18575793386326733	0.104058922169766	-0.4384584894087774	0.06694262168224274	-1.785122601598873	0.12294192095799106	0.6954560183642976	0.16094340915982316	0.4631822447993552	0.15274995575811384	0.0541050666850274	0.8722594229136831	3.0322905332478416	0.03411963998459434	0.6392260310717692	0.23573560172312039	0.38151720291689684	0.16696716769621783	-0.0501001934657363	0.81313459929953	2.2849833783551627	0.07207410715490112	0.5124776378946586	0.25855034943780547
psvid_59525_sp|P50897|PPT1_HUMAN	P50897	PPT1_HUMAN	0.14780429380477678	0.08291546654041207	-0.05355070796906483	0.34915929557861836	1.7825901483981714	0.123378814536778	0.6954560183642976	0.09786658730470967	0.2406361066702538	0.12880912849415593	-0.10432553039363257	0.5855977437341402	1.8681603507718125	0.12848303704588251	0.7057067124099028	0.18911573642557472	0.159357480153823	0.14735375294674477	-0.2215583853521379	0.5402733456597839	1.0814619713921811	0.32973557879390775	0.6842205679595597	0.2160421069092784
psvid_41146_sp|P19971|TYPH_HUMAN	P19971	TYPH_HUMAN	0.3428790248132385	0.19247535479859137	-0.12453528308312944	0.8102933327096065	1.7814178089035422	0.12358157739164013	0.6954560183642976	0.36629348107315157	-0.06001314902185273	0.2161152723684853	-0.6387879534342805	0.5187616553905751	-0.2776904582639948	0.793795975232048	0.9686200888248205	0.35249032787752926	-0.14176014818097338	0.2392036966762359	-0.7601121163496036	0.4765918199876569	-0.5926336011974216	0.5796703107160168	0.8354268899587258	0.4035615982707736
psvid_65892_sp|P35754|GLRX1_HUMAN	P35754	GLRX1_HUMAN	-0.19671152193628139	0.11053038097795151	-0.4651276086627737	0.07170456479021092	-1.779705454697756	0.123878323896436	0.6954560183642976	0.1778689953109612	-0.5211650557522516	0.4033610038003486	-1.6013996154093624	0.5590695039048592	-1.2920561255103689	0.25992600955378214	0.7644544487035423	0.681966229877376	-0.6037593748197109	0.41213006465523494	-1.6691335314990674	0.46161478185964555	-1.4649728971478515	0.20387326855858748	0.6129476103214817	0.729000966452469
psvid_7084_sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	-0.1973621014452398	0.11090494635249004	-0.4666877966537379	0.07196359376325828	-1.779560857619121	0.12390341402980003	0.6954560183642976	0.178829205647536	0.10375934476357296	0.1083879687214699	-0.18651271565087146	0.3940314051780174	0.9572957772666507	0.3879295455819651	0.8083919374262081	0.14673787258759066	0.0010770260671391085	0.11198359028585944	-0.2884054293381163	0.2905594814723945	0.009617713313082697	0.9927049042250231	1.0	0.12906212576302756
psvid_61403_sp|Q14118|DAG1_HUMAN	Q14118	DAG1_HUMAN	0.1698645724373895	0.0955838930747073	-0.062254907349025806	0.40198405222380484	1.7771254860337742	0.12432674006116265	0.6954560183642976	0.1375348349965599	-0.016531608250954566	0.20531297834436305	-0.5663769643069663	0.5333137478050571	-0.08051906111471811	0.9393501751711312	1.0	0.33297603590827696	-0.09726057268647492	0.20420412790896855	-0.6251371321009263	0.4306159867279764	-0.47629092360871556	0.6543110413311373	0.8642910222805852	0.33477931433247615
psvid_38847_sp|O60313|OPA1_HUMAN	O60313	OPA1_HUMAN	-0.12233660776031385	0.06885749999786407	-0.2895527209019395	0.044879505381311774	-1.7766635118049403	0.1244072014395278	0.6954560183642976	0.02769808023452517	-0.26937158267808803	0.1100958856918771	-0.5642175878196531	0.025474422463477142	-2.446699810672056	0.06487286912017359	0.6917486752637665	0.1504275394110862	-0.348100325708953	0.11488268635312772	-0.6450770706423994	-0.05112358077550666	-3.030050364934523	0.02977433679875119	0.48232346954803157	0.13714706907060886
psvid_50327_sp|P17568|NDUB7_HUMAN	P17568	NDUB7_HUMAN	0.3349613912246632	0.18893612578478117	-0.12385812134475027	0.7937809037940766	1.772881654227528	0.12506779566314635	0.6954560183642976	0.3586036141065001	-0.5224210942084531	0.22769941032548907	-1.132219190528358	0.08737700211145183	-2.2943453980037485	0.07734407169957291	0.6917486752637665	0.37330411254909607	-0.603759374819711	0.20933874222797225	-1.144909135752616	-0.06260961388680586	-2.884126313141837	0.03517274421192442	0.48232346954803157	0.34500110992016714
psvid_71919_sp|P26599|PTBP1_HUMAN	P26599	PTBP1_HUMAN	0.12055225275074921	0.06805279045135809	-0.04470967380874863	0.28581417931024705	1.7714520146960913	0.12531840761148053	0.6954560183642976	0.01767000586476826	0.12230073458373392	0.10601599447612046	-0.16161898009004166	0.4062204492575095	1.1536064457828719	0.3073566954834167	0.7858402699700607	0.14155454246722488	0.04224606784165186	0.1234228635236266	-0.27680740682157967	0.3612995425048834	0.34228721191163075	0.7463027263647276	0.9067810180260121	0.15959082357623638
psvid_50388_sp|P01011|AACT_HUMAN	P01011	AACT_HUMAN	-0.19553670085870145	0.11067464773002672	-0.46430313032982334	0.07322972861242044	-1.7667704832969722	0.12614249954594292	0.6954560183642976	0.1782390553730459	0.001521105549322943	0.09238382505718871	-0.24589051738854512	0.248932728487191	0.016465063536623723	0.987582179485302	1.0	0.1099574719323301	-0.0793198497780443	0.0967887483351869	-0.3295229773268959	0.1708832777708073	-0.819515193061011	0.4504356332367794	0.7746571900148868	0.07922180047413371
psvid_73958_sp|P09669|COX6C_HUMAN	P09669	COX6C_HUMAN	0.13445118080335572	0.07613802150676685	-0.050445221462918494	0.31934758306962996	1.765887504594616	0.1262985217038986	0.6954560183642976	0.07159898171102119	0.054607556726105955	0.07283009514244508	-0.14043753939063636	0.24965265284284827	0.7497938402977713	0.4914298619962326	0.8458142756443096	0.05097309099684575	0.1526243982070733	0.12229917499845408	-0.163524292705724	0.4687730891198706	1.2479593440348435	0.2682699990708241	0.6615981931972204	0.1567343926757261
psvid_80880_sp|P30039|PBLD_HUMAN	P30039	PBLD_HUMAN	-0.13161980878851676	0.07480567616436126	-0.3132806940882104	0.050041076511176896	-1.7594895940693702	0.12743466117040458	0.6954560183642976	0.06554344382234316	-0.13769507156547878	0.2759559260716008	-0.8767281597325117	0.6013380166015542	-0.49897486720307566	0.6416852251456805	0.9190364020538448	0.4590978546392201	-0.21861727947903542	0.24002842839903576	-0.8391012150507224	0.4018666560926516	-0.9107974456908691	0.40490852829159324	0.745286180020441	0.4051608859292044
psvid_60951_sp|Q9BPW8|NIPS1_HUMAN	Q9BPW8	NIPS1_HUMAN	-0.17585459091169664	0.09998326537114936	-0.41865766995304876	0.06694848812965545	-1.7588402445039597	0.12755052730925662	0.6954560183642976	0.14989563543212342	0.14982454693678182	0.13391129896228732	-0.20880113007397422	0.5084502239475379	1.1188342439944226	0.32045153887969813	0.7989546524742849	0.19925716633192586	0.07096868727891392	0.13321518398330656	-0.2733983620209867	0.41533573657881456	0.5327372237672782	0.6174388894902074	0.8495498351393129	0.18355669773444067
