sample_id	AZ941	AZ942	AZ905	AZ906	AZ909	AZ910	AZ907	AZ908
AZ941	1.0	0.9800642745147735	0.8789289347416428	0.8851009627905917	0.8637150271022159	0.8538347208265494	0.848590825078507	0.8086187959304432
AZ942	0.9800642745147735	1.0	0.8734247170658598	0.8844501429403836	0.8582416109071802	0.8525490682977472	0.8370934591815725	0.8048363373021193
AZ905	0.8789289347416428	0.8734247170658598	1.0	0.969366561661629	0.905562098619351	0.8929366600692732	0.9150593405288553	0.9134735134492008
AZ906	0.8851009627905917	0.8844501429403836	0.969366561661629	1.0	0.913588229835123	0.9085796361241545	0.9134596034277681	0.9050025487257669
AZ909	0.8637150271022159	0.8582416109071802	0.905562098619351	0.913588229835123	1.0	0.9802777598535208	0.9250090415987953	0.900443912473855
AZ910	0.8538347208265494	0.8525490682977472	0.8929366600692732	0.9085796361241545	0.9802777598535208	1.0	0.9112925371597985	0.8962306186510135
AZ907	0.848590825078507	0.8370934591815725	0.9150593405288553	0.9134596034277681	0.9250090415987953	0.9112925371597985	1.0	0.9618156330300776
AZ908	0.8086187959304432	0.8048363373021193	0.9134735134492008	0.9050025487257669	0.900443912473855	0.8962306186510135	0.9618156330300776	1.0
