protein_id	entry	sample_id	batch	lfq	n_unique_peptides_msms_run	n_unique_peptides_mbr_run	mbr_intensity_frac_run	n_runs_with_psm_any
psvid_33280_sp|Q9UK23|NAGPA_HUMAN	NAGPA_HUMAN	AZ907	B2021-05-06	19.3352	0	1	1	2
psvid_33578_sp|O43157|PLXB1_HUMAN	PLXB1_HUMAN	AZ907	B2021-05-06	21.4639	0	1	1	5
psvid_33681_sp|P26640|SYVC_HUMAN	SYVC_HUMAN	AZ907	B2021-05-06	21.7888	0	3	1	5
psvid_33887_sp|Q9NTI5|PDS5B_HUMAN	PDS5B_HUMAN	AZ907	B2021-05-06	19.5074	0	1	1	2
psvid_33927_sp|P12268|IMDH2_HUMAN	IMDH2_HUMAN	AZ907	B2021-05-06	18.8251	0	1	1	4
psvid_34004_sp|Q8IZL8|PELP1_HUMAN	PELP1_HUMAN	AZ907	B2021-05-06	19.8435	0	1	1	4
psvid_34050_sp|Q8IX12|CCAR1_HUMAN	CCAR1_HUMAN	AZ907	B2021-05-06	19.3619	0	1	1	2
psvid_34464_sp|Q9UQ35|SRRM2_HUMAN	SRRM2_HUMAN	AZ907	B2021-05-06	20.7378	0	1	1	5
psvid_34465_sp|Q9Y6K5|OAS3_HUMAN	OAS3_HUMAN	AZ907	B2021-05-06	19.5641	0	1	1	3
psvid_34974_sp|Q6P9B9|INT5_HUMAN	INT5_HUMAN	AZ907	B2021-05-06	18.2781	0	1	1	2
psvid_35707_sp|Q14160|SCRIB_HUMAN	SCRIB_HUMAN	AZ907	B2021-05-06	21.3163	0	1	1	4
psvid_35739_sp|P85299|PRR5_HUMAN	PRR5_HUMAN	AZ907	B2021-05-06	19.7304	0	1	1	1
psvid_36285_sp|Q92556|ELMO1_HUMAN	ELMO1_HUMAN	AZ907	B2021-05-06	20.0442	0	1	1	3
psvid_36656_sp|P98175|RBM10_HUMAN	RBM10_HUMAN	AZ907	B2021-05-06	20.5086	0	1	1	4
psvid_36814_sp|O94875|SRBS2_HUMAN	SRBS2_HUMAN	AZ907	B2021-05-06	19.951	0	1	1	5
psvid_37111_sp|Q5JWR5|DOP1A_HUMAN	DOP1A_HUMAN	AZ907	B2021-05-06	18.2819	0	1	1	1
psvid_37290_sp|Q8IXS0|F217A_HUMAN	F217A_HUMAN	AZ907	B2021-05-06	22.5836	0	1	1	2
psvid_37319_sp|Q12983|BNIP3_HUMAN	BNIP3_HUMAN	AZ907	B2021-05-06	20.4279	0	3	1	6
psvid_37710_sp|P46013|KI67_HUMAN	KI67_HUMAN	AZ907	B2021-05-06	19.3116	0	1	1	1
psvid_37827_sp|A8TX70|CO6A5_HUMAN	CO6A5_HUMAN	AZ907	B2021-05-06	19.8754	0	1	1	2
psvid_38697_sp|Q01844|EWS_HUMAN	EWS_HUMAN	AZ907	B2021-05-06	19.8487	0	1	1	3
psvid_39223_sp|P50570|DYN2_HUMAN	DYN2_HUMAN	AZ907	B2021-05-06	19.041	0	1	1	4
psvid_39392_sp|Q9NXC5|MIOS_HUMAN	MIOS_HUMAN	AZ907	B2021-05-06	22.5183	0	3	1	7
psvid_39830_sp|Q9H489|TSY26_HUMAN	TSY26_HUMAN	AZ907	B2021-05-06	21.5973	0	1	1	2
psvid_40194_sp|Q9Y305|ACOT9_HUMAN	ACOT9_HUMAN	AZ907	B2021-05-06	21.2074	0	2	1	4
psvid_40599_sp|P17612|KAPCA_HUMAN	KAPCA_HUMAN	AZ907	B2021-05-06	18.6107	0	1	1	5
psvid_40796_sp|Q96M02|CJ090_HUMAN	CJ090_HUMAN	AZ907	B2021-05-06	18.6493	0	1	1	4
psvid_41109_sp|Q96SF7|TBX15_HUMAN	TBX15_HUMAN	AZ907	B2021-05-06	22.1028	0	1	1	4
psvid_41184_sp|P18065|IBP2_HUMAN	IBP2_HUMAN	AZ907	B2021-05-06	21.6427	0	1	1	6
psvid_41486_sp|Q8IYT8|ULK2_HUMAN	ULK2_HUMAN	AZ907	B2021-05-06	21.6854	0	1	1	1
psvid_41633_sp|Q16719|KYNU_HUMAN	KYNU_HUMAN	AZ907	B2021-05-06	19.9151	0	1	1	2
psvid_42098_sp|O00337|S28A1_HUMAN	S28A1_HUMAN	AZ907	B2021-05-06	20.0511	0	1	1	1
psvid_42361_sp|P08183|MDR1_HUMAN	MDR1_HUMAN	AZ907	B2021-05-06	22.9378	0	2	1	6
psvid_42491_sp|O75636|FCN3_HUMAN	FCN3_HUMAN	AZ907	B2021-05-06	19.1852	0	1	1	2
psvid_42532_sp|Q5VZ46|K1614_HUMAN	K1614_HUMAN	AZ907	B2021-05-06	22.6668	0	1	1	2
psvid_42590_sp|Q9BZZ2|SN_HUMAN	SN_HUMAN	AZ907	B2021-05-06	20.6178	0	1	1	2
psvid_43000_sp|O60427|FADS1_HUMAN	FADS1_HUMAN	AZ907	B2021-05-06	21.6361	0	2	1	4
psvid_43520_sp|Q15599|NHRF2_HUMAN	NHRF2_HUMAN	AZ907	B2021-05-06	22.6159	0	4	1	7
psvid_43817_sp|Q9NPB0|SAYS1_HUMAN	SAYS1_HUMAN	AZ907	B2021-05-06	19.7548	0	1	1	1
psvid_43818_sp|Q9HBL7|PLRKT_HUMAN	PLRKT_HUMAN	AZ907	B2021-05-06	22.449	0	3	1	4
psvid_43879_sp|Q9Y5Y2|NUBP2_HUMAN	NUBP2_HUMAN	AZ907	B2021-05-06	21.8924	0	1	1	4
psvid_43891_sp|Q86Z02|HIPK1_HUMAN	HIPK1_HUMAN	AZ907	B2021-05-06	21.1852	0	1	1	4
psvid_44140_sp|Q14011|CIRBP_HUMAN	CIRBP_HUMAN	AZ907	B2021-05-06	20.7216	0	1	1	2
psvid_44271_sp|Q68DH5|LMBD2_HUMAN	LMBD2_HUMAN	AZ907	B2021-05-06	18.7052	0	1	1	2
psvid_44882_sp|Q9P0T7|TMEM9_HUMAN	TMEM9_HUMAN	AZ907	B2021-05-06	22.3733	0	1	1	1
psvid_45541_sp|Q14031|CO4A6_HUMAN	CO4A6_HUMAN	AZ907	B2021-05-06	20.8931	0	1	1	1
psvid_45700_sp|O95477|ABCA1_HUMAN	ABCA1_HUMAN	AZ907	B2021-05-06	23.2268	0	2	1	4
psvid_46009_sp|Q9UN37|VPS4A_HUMAN	VPS4A_HUMAN	AZ907	B2021-05-06	21.1038	0	3	1	5
psvid_46055_sp|P17027|ZNF23_HUMAN	ZNF23_HUMAN	AZ907	B2021-05-06	21.4082	0	1	1	2
psvid_46141_sp|Q9UNK0|STX8_HUMAN	STX8_HUMAN	AZ907	B2021-05-06	20.5853	0	2	1	5
psvid_46592_sp|Q9UQN3|CHM2B_HUMAN	CHM2B_HUMAN	AZ907	B2021-05-06	20.6255	0	1	1	6
psvid_46700_sp|P51398|RT29_HUMAN	RT29_HUMAN	AZ907	B2021-05-06	18.2477	0	1	1	1
psvid_47276_sp|Q3YBM2|T176B_HUMAN	T176B_HUMAN	AZ907	B2021-05-06	23.5326	0	1	1	6
psvid_47431_sp|Q6ZUT9|DEN5B_HUMAN	DEN5B_HUMAN	AZ907	B2021-05-06	25.7513	0	1	1	1
psvid_48174_sp|P29322|EPHA8_HUMAN	EPHA8_HUMAN	AZ907	B2021-05-06	22.545	0	1	1	2
psvid_48467_sp|O94911|ABCA8_HUMAN	ABCA8_HUMAN	AZ907	B2021-05-06	22.6288	0	1	1	7
psvid_48501_sp|A6NEL2|SWAHB_HUMAN	SWAHB_HUMAN	AZ907	B2021-05-06	21.4823	0	1	1	3
psvid_48598_sp|Q9BX95|SGPP1_HUMAN	SGPP1_HUMAN	AZ907	B2021-05-06	21.6739	0	1	1	5
psvid_48668_sp|Q9H9J2|RM44_HUMAN	RM44_HUMAN	AZ907	B2021-05-06	18.8266	0	1	1	1
psvid_49033_sp|P13498|CY24A_HUMAN	CY24A_HUMAN	AZ907	B2021-05-06	21.2176	0	1	1	4
psvid_49392_sp|O15254|ACOX3_HUMAN	ACOX3_HUMAN	AZ907	B2021-05-06	19.4373	0	1	1	2
psvid_49478_sp|Q9Y625|GPC6_HUMAN	GPC6_HUMAN	AZ907	B2021-05-06	21.4096	0	1	1	6
psvid_49665_sp|Q5VZE5|NAA35_HUMAN	NAA35_HUMAN	AZ907	B2021-05-06	19.9376	0	1	1	4
psvid_49869_sp|O00151|PDLI1_HUMAN	PDLI1_HUMAN	AZ907	B2021-05-06	20.7745	0	1	1	6
psvid_50662_sp|O14737|PDCD5_HUMAN	PDCD5_HUMAN	AZ907	B2021-05-06	17.8115	0	1	1	2
psvid_50681_sp|Q8NCC3|PAG15_HUMAN	PAG15_HUMAN	AZ907	B2021-05-06	19.0174	0	1	1	5
psvid_50739_sp|Q9NYF8|BCLF1_HUMAN	BCLF1_HUMAN	AZ907	B2021-05-06	20.5663	0	1	1	4
psvid_50894_sp|Q96C01|TIMCC_HUMAN	TIMCC_HUMAN	AZ907	B2021-05-06	22.4675	0	1	1	4
psvid_51186_sp|Q10588|BST1_HUMAN	BST1_HUMAN	AZ907	B2021-05-06	18.7389	0	1	1	2
psvid_525125_sp|P35555|FBN1_HUMAN	FBN1_HUMAN	AZ907	B2021-05-06	23.2339	0	5	1	7
psvid_52524_sp|P35659|DEK_HUMAN	DEK_HUMAN	AZ907	B2021-05-06	20.6178	0	1	1	2
psvid_53123_sp|Q96IY4|CBPB2_HUMAN	CBPB2_HUMAN	AZ907	B2021-05-06	20.069	0	1	1	4
psvid_53141_sp|P37235|HPCL1_HUMAN	HPCL1_HUMAN	AZ907	B2021-05-06	20.2823	0	1	1	7
psvid_53540_sp|Q9BSF4|TIM29_HUMAN	TIM29_HUMAN	AZ907	B2021-05-06	21.0921	0	1	1	3
psvid_53724_sp|Q15904|VAS1_HUMAN	VAS1_HUMAN	AZ907	B2021-05-06	18.9199	0	1	1	5
psvid_54356_sp|Q15637|SF01_HUMAN	SF01_HUMAN	AZ907	B2021-05-06	20.9089	0	1	1	1
psvid_54426_sp|Q6NZI2|CAVN1_HUMAN	CAVN1_HUMAN	AZ907	B2021-05-06	22.1855	0	1	1	7
psvid_54488_sp|Q96RF0|SNX18_HUMAN	SNX18_HUMAN	AZ907	B2021-05-06	20.1575	0	1	1	2
psvid_54838_sp|Q9BYD3|RM04_HUMAN	RM04_HUMAN	AZ907	B2021-05-06	18.4286	0	1	1	3
psvid_55047_sp|Q9GZU1|MCLN1_HUMAN	MCLN1_HUMAN	AZ907	B2021-05-06	19.344	0	1	1	2
psvid_55202_sp|Q07666|KHDR1_HUMAN	KHDR1_HUMAN	AZ907	B2021-05-06	20.719	0	1	1	1
psvid_55366_sp|Q92882|OSTF1_HUMAN	OSTF1_HUMAN	AZ907	B2021-05-06	20.1312	0	1	1	3
psvid_55643_sp|Q8NBJ9|SIDT2_HUMAN	SIDT2_HUMAN	AZ907	B2021-05-06	19.9563	0	1	1	5
psvid_55858_sp|Q9H2X0|CHRD_HUMAN	CHRD_HUMAN	AZ907	B2021-05-06	19.4529	0	1	1	4
psvid_55942_sp|Q12792|TWF1_HUMAN	TWF1_HUMAN	AZ907	B2021-05-06	19.102	0	1	1	1
psvid_56144_sp|Q8ND30|LIPB2_HUMAN	LIPB2_HUMAN	AZ907	B2021-05-06	19.0973	0	1	1	3
psvid_57045_sp|Q32M88|PGGHG_HUMAN	PGGHG_HUMAN	AZ907	B2021-05-06	20.2016	0	1	1	1
psvid_57059_sp|P08138|TNR16_HUMAN	TNR16_HUMAN	AZ907	B2021-05-06	17.9642	0	1	1	2
psvid_57275_sp|Q15818|NPTX1_HUMAN	NPTX1_HUMAN	AZ907	B2021-05-06	21.6601	0	1	1	2
psvid_58197_sp|Q969P0|IGSF8_HUMAN	IGSF8_HUMAN	AZ907	B2021-05-06	22.032	0	1	1	6
psvid_58327_sp|Q8WUD6|CHPT1_HUMAN	CHPT1_HUMAN	AZ907	B2021-05-06	21.7264	0	1	1	6
psvid_59162_sp|Q9HD42|CHM1A_HUMAN	CHM1A_HUMAN	AZ907	B2021-05-06	19.9187	0	1	1	2
psvid_59286_sp|Q7Z2W9|RM21_HUMAN	RM21_HUMAN	AZ907	B2021-05-06	21.84	0	2	1	4
psvid_59498_sp|O43292|GPAA1_HUMAN	GPAA1_HUMAN	AZ907	B2021-05-06	20.0191	0	1	1	2
psvid_59887_sp|Q9NY12|GAR1_HUMAN	GAR1_HUMAN	AZ907	B2021-05-06	20.4933	0	1	1	1
psvid_60009_sp|Q8WUW1|BRK1_HUMAN	BRK1_HUMAN	AZ907	B2021-05-06	20.7902	0	1	1	2
psvid_60391_sp|Q96CP7|TLCD1_HUMAN	TLCD1_HUMAN	AZ907	B2021-05-06	19.0876	0	1	1	2
psvid_60736_sp|P42566|EPS15_HUMAN	EPS15_HUMAN	AZ907	B2021-05-06	20.0051	0	1	1	3
psvid_60919_sp|Q9Y548|YIPF1_HUMAN	YIPF1_HUMAN	AZ907	B2021-05-06	19.1991	0	1	1	3
psvid_61283_sp|Q96PB8|LRC3B_HUMAN	LRC3B_HUMAN	AZ907	B2021-05-06	22.5258	0	1	1	2
psvid_61521_sp|O95562|SFT2B_HUMAN	SFT2B_HUMAN	AZ907	B2021-05-06	20.6084	0	1	1	3
psvid_61983_sp|Q92522|H1X_HUMAN	H1X_HUMAN	AZ907	B2021-05-06	20.6307	0	1	1	4
psvid_62065_sp|Q9HC58|NCKX3_HUMAN	NCKX3_HUMAN	AZ907	B2021-05-06	19.7649	0	1	1	1
psvid_62090_sp|Q14353|GAMT_HUMAN	GAMT_HUMAN	AZ907	B2021-05-06	22.3314	0	2	1	6
psvid_62140_sp|P23946|CMA1_HUMAN	CMA1_HUMAN	AZ907	B2021-05-06	20.0426	0	1	1	2
psvid_62168_sp|Q92688|AN32B_HUMAN	AN32B_HUMAN	AZ907	B2021-05-06	19.7242	0	1	1	1
psvid_62550_sp|P46087|NOP2_HUMAN	NOP2_HUMAN	AZ907	B2021-05-06	21.5262	0	1	1	3
psvid_62660_sp|Q8N1F7|NUP93_HUMAN	NUP93_HUMAN	AZ907	B2021-05-06	18.019	0	1	1	2
psvid_63143_sp|Q8NCG7|DGLB_HUMAN	DGLB_HUMAN	AZ907	B2021-05-06	22.0195	0	1	1	7
psvid_63168_sp|Q9Y375|CIA30_HUMAN	CIA30_HUMAN	AZ907	B2021-05-06	19.8925	0	1	1	4
psvid_63398_sp|Q8WTW4|NPRL2_HUMAN	NPRL2_HUMAN	AZ907	B2021-05-06	22.5082	0	1	1	1
psvid_63415_sp|P42226|STAT6_HUMAN	STAT6_HUMAN	AZ907	B2021-05-06	18.4116	0	1	1	3
psvid_63557_sp|Q96CW5|GCP3_HUMAN	GCP3_HUMAN	AZ907	B2021-05-06	18.5143	0	1	1	1
psvid_63740_sp|Q9NRQ5|SMCO4_HUMAN	SMCO4_HUMAN	AZ907	B2021-05-06	21.3003	0	1	1	6
psvid_63767_sp|Q14CX7|NAA25_HUMAN	NAA25_HUMAN	AZ907	B2021-05-06	18.9636	0	1	1	2
psvid_63877_sp|Q99728|BARD1_HUMAN	BARD1_HUMAN	AZ907	B2021-05-06	23.224	0	1	1	2
psvid_63990_sp|Q9BSA9|TM175_HUMAN	TM175_HUMAN	AZ907	B2021-05-06	20.4135	0	1	1	6
psvid_64381_sp|P54578|UBP14_HUMAN	UBP14_HUMAN	AZ907	B2021-05-06	19.3535	0	1	1	3
psvid_64404_sp|Q8TDN6|BRX1_HUMAN	BRX1_HUMAN	AZ907	B2021-05-06	20.8977	0	2	1	5
psvid_64925_sp|Q99614|TTC1_HUMAN	TTC1_HUMAN	AZ907	B2021-05-06	18.3373	0	1	1	5
psvid_65463_sp|Q9H0T7|RAB17_HUMAN	RAB17_HUMAN	AZ907	B2021-05-06	24.3979	0	5	1	7
psvid_65506_sp|P06703|S10A6_HUMAN	S10A6_HUMAN	AZ907	B2021-05-06	22.9709	0	1	1	3
psvid_66252_sp|Q8N4H5|TOM5_HUMAN	TOM5_HUMAN	AZ907	B2021-05-06	19.4331	0	1	1	7
psvid_66254_sp|Q6ZRF7|ZN818_HUMAN	ZN818_HUMAN	AZ907	B2021-05-06	18.6568	0	1	1	3
psvid_67392_sp|Q9H0E7|UBP44_HUMAN	UBP44_HUMAN	AZ907	B2021-05-06	20.6938	0	1	1	3
psvid_68125_sp|Q13057|COASY_HUMAN	COASY_HUMAN	AZ907	B2021-05-06	19.1634	0	1	1	3
psvid_68198_sp|P51636|CAV2_HUMAN	CAV2_HUMAN	AZ907	B2021-05-06	19.1967	0	1	1	1
psvid_68514_sp|O95873|CF047_HUMAN	CF047_HUMAN	AZ907	B2021-05-06	21.3683	0	2	1	7
psvid_69680_sp|Q5ZPR3|CD276_HUMAN	CD276_HUMAN	AZ907	B2021-05-06	20.1911	0	1	1	4
psvid_69739_sp|Q6P4A7|SFXN4_HUMAN	SFXN4_HUMAN	AZ907	B2021-05-06	20.2756	0	1	1	5
psvid_69793_sp|P52566|GDIR2_HUMAN	GDIR2_HUMAN	AZ907	B2021-05-06	21.8682	0	1	1	5
psvid_70039_sp|Q7Z3Q1|S46A3_HUMAN	S46A3_HUMAN	AZ907	B2021-05-06	21.326	0	1	1	5
psvid_70182_sp|P55789|ALR_HUMAN	ALR_HUMAN	AZ907	B2021-05-06	20.7938	0	1	1	6
psvid_70244_sp|Q6P179|ERAP2_HUMAN	ERAP2_HUMAN	AZ907	B2021-05-06	22.5909	0	1	1	4
psvid_71275_sp|Q7Z7N9|T179B_HUMAN	T179B_HUMAN	AZ907	B2021-05-06	21.5827	0	1	1	5
psvid_71392_sp|P49406|RM19_HUMAN	RM19_HUMAN	AZ907	B2021-05-06	20.02	0	1	1	6
psvid_71537_sp|O75569|PRKRA_HUMAN	PRKRA_HUMAN	AZ907	B2021-05-06	21.5154	0	3	1	6
psvid_71949_sp|Q13287|NMI_HUMAN	NMI_HUMAN	AZ907	B2021-05-06	20.4515	0	1	1	1
psvid_73157_sp|Q9BV38|WDR18_HUMAN	WDR18_HUMAN	AZ907	B2021-05-06	20.2761	0	1	1	2
psvid_73384_sp|O94992|HEXI1_HUMAN	HEXI1_HUMAN	AZ907	B2021-05-06	19.5359	0	1	1	2
psvid_73470_sp|Q9C073|F117A_HUMAN	F117A_HUMAN	AZ907	B2021-05-06	19.8825	0	1	1	6
psvid_73498_sp|Q00577|PURA_HUMAN	PURA_HUMAN	AZ907	B2021-05-06	22.2292	0	2	1	7
psvid_73968_sp|Q96DA6|TIM14_HUMAN	TIM14_HUMAN	AZ907	B2021-05-06	22.5099	0	3	1	5
psvid_74041_sp|Q13496|MTM1_HUMAN	MTM1_HUMAN	AZ907	B2021-05-06	19.5974	0	1	1	1
psvid_74179_sp|Q9BSH5|HDHD3_HUMAN	HDHD3_HUMAN	AZ907	B2021-05-06	20.6686	0	1	1	3
psvid_74583_sp|Q9UHL4|DPP2_HUMAN	DPP2_HUMAN	AZ907	B2021-05-06	19.8119	0	1	1	3
psvid_74603_sp|Q15717|ELAV1_HUMAN	ELAV1_HUMAN	AZ907	B2021-05-06	20.7709	0	2	1	5
psvid_74965_sp|Q9NZZ3|CHMP5_HUMAN	CHMP5_HUMAN	AZ907	B2021-05-06	21.9177	0	1	1	7
psvid_7514_sp|Q5VST6|AB17B_HUMAN	AB17B_HUMAN	AZ907	B2021-05-06	21.8648	0	1	1	2
psvid_75685_sp|Q86U38|NOP9_HUMAN	NOP9_HUMAN	AZ907	B2021-05-06	17.7399	0	1	1	4
psvid_75790_sp|Q11201|SIA4A_HUMAN	SIA4A_HUMAN	AZ907	B2021-05-06	20.0428	0	1	1	4
psvid_75962_sp|Q9Y680|FKBP7_HUMAN	FKBP7_HUMAN	AZ907	B2021-05-06	20.5722	0	1	1	5
psvid_76916_sp|Q9UNI6|DUS12_HUMAN	DUS12_HUMAN	AZ907	B2021-05-06	18.801	0	1	1	1
psvid_77265_sp|Q6P2H8|TMM53_HUMAN	TMM53_HUMAN	AZ907	B2021-05-06	21.0318	0	1	1	2
psvid_77570_sp|O43715|TRIA1_HUMAN	TRIA1_HUMAN	AZ907	B2021-05-06	19.7479	0	1	1	3
psvid_77778_sp|P19075|TSN8_HUMAN	TSN8_HUMAN	AZ907	B2021-05-06	19.2122	0	1	1	2
psvid_77968_sp|P08473|NEP_HUMAN	NEP_HUMAN	AZ907	B2021-05-06	23.6099	0	1	1	6
psvid_78150_sp|P13284|GILT_HUMAN	GILT_HUMAN	AZ907	B2021-05-06	21.2984	0	1	1	4
psvid_78346_sp|Q14246|AGRE1_HUMAN	AGRE1_HUMAN	AZ907	B2021-05-06	21.4972	0	1	1	3
psvid_78595_sp|Q13148|TADBP_HUMAN	TADBP_HUMAN	AZ907	B2021-05-06	21.6571	0	2	1	4
psvid_79575_sp|P55056|APOC4_HUMAN	APOC4_HUMAN	AZ907	B2021-05-06	21.7597	0	2	1	6
psvid_79584_sp|Q96F85|CNRP1_HUMAN	CNRP1_HUMAN	AZ907	B2021-05-06	21.1332	0	1	1	3
psvid_79624_sp|Q9NZD8|SPG21_HUMAN	SPG21_HUMAN	AZ907	B2021-05-06	19.7795	0	1	1	2
psvid_79723_sp|O00764|PDXK_HUMAN	PDXK_HUMAN	AZ907	B2021-05-06	20.1445	0	2	1	5
psvid_79989_sp|Q9H8M9|EVA1A_HUMAN	EVA1A_HUMAN	AZ907	B2021-05-06	21.4548	0	1	1	6
psvid_80947_sp|Q9UNH7|SNX6_HUMAN	SNX6_HUMAN	AZ907	B2021-05-06	20.7207	0	2	1	1
psvid_81047_sp|Q9H3U1|UN45A_HUMAN	UN45A_HUMAN	AZ907	B2021-05-06	20.3448	0	1	1	5
psvid_81623_sp|Q86V24|PAQR2_HUMAN	PAQR2_HUMAN	AZ907	B2021-05-06	19.7967	0	1	1	6
psvid_81996_sp|Q16555|DPYL2_HUMAN	DPYL2_HUMAN	AZ907	B2021-05-06	22.9246	0	3	1	7
psvid_82588_sp|Q5T7N3|KANK4_HUMAN	KANK4_HUMAN	AZ907	B2021-05-06	20.6165	0	1	1	2
psvid_83108_sp|O75608|LYPA1_HUMAN	LYPA1_HUMAN	AZ907	B2021-05-06	22.1353	0	1	1	2
psvid_83214_sp|P28907|CD38_HUMAN	CD38_HUMAN	AZ907	B2021-05-06	19.7605	0	1	1	6
psvid_83462_sp|O76021|RL1D1_HUMAN	RL1D1_HUMAN	AZ907	B2021-05-06	23.5536	0	1	1	4
psvid_83909_sp|O14495|PLPP3_HUMAN	PLPP3_HUMAN	AZ907	B2021-05-06	21.384	0	1	1	5
psvid_83931_sp|Q8WU10|PYRD1_HUMAN	PYRD1_HUMAN	AZ907	B2021-05-06	22.2689	0	1	1	5
psvid_84302_sp|P21462|FPR1_HUMAN	FPR1_HUMAN	AZ907	B2021-05-06	18.5596	0	1	1	1
psvid_8438_sp|Q9P0I2|EMC3_HUMAN	EMC3_HUMAN	AZ907	B2021-05-06	23.2271	0	1	1	7
psvid_84663_sp|Q92982|NINJ1_HUMAN	NINJ1_HUMAN	AZ907	B2021-05-06	19.7539	0	1	1	1
psvid_85168_sp|Q5T6J7|GNTK_HUMAN	GNTK_HUMAN	AZ907	B2021-05-06	18.4016	0	1	1	1
psvid_85610_sp|P41214|EIF2D_HUMAN	EIF2D_HUMAN	AZ907	B2021-05-06	18.9299	0	2	1	2
psvid_85822_sp|Q15428|SF3A2_HUMAN	SF3A2_HUMAN	AZ907	B2021-05-06	17.7519	0	1	1	3
psvid_86660_sp|Q15388|TOM20_HUMAN	TOM20_HUMAN	AZ907	B2021-05-06	22.1025	0	2	1	7
psvid_86697_sp|Q9HBU9|POPD2_HUMAN	POPD2_HUMAN	AZ907	B2021-05-06	22.6484	0	1	1	3
psvid_86963_sp|O95178|NDUB2_HUMAN	NDUB2_HUMAN	AZ907	B2021-05-06	21.8523	0	1	1	3
psvid_87625_sp|Q07812|BAX_HUMAN	BAX_HUMAN	AZ907	B2021-05-06	19.2566	0	1	1	3
psvid_87812_sp|Q13144|EI2BE_HUMAN	EI2BE_HUMAN	AZ907	B2021-05-06	20.9782	0	1	1	4
psvid_87914_sp|Q53S58|TM177_HUMAN	TM177_HUMAN	AZ907	B2021-05-06	21.2125	0	1	1	2
psvid_88514_sp|Q969E8|TSR2_HUMAN	TSR2_HUMAN	AZ907	B2021-05-06	20.5849	0	1	1	4
psvid_88827_sp|Q9GZZ1|NAA50_HUMAN	NAA50_HUMAN	AZ907	B2021-05-06	21.268	0	1	1	6
psvid_89002_sp|P20292|AL5AP_HUMAN	AL5AP_HUMAN	AZ907	B2021-05-06	21.0974	0	1	1	2
psvid_89090_sp|Q9UBI1|COMD3_HUMAN	COMD3_HUMAN	AZ907	B2021-05-06	18.6528	0	1	1	1
psvid_89276_sp|Q99607|ELF4_HUMAN	ELF4_HUMAN	AZ907	B2021-05-06	22.6314	0	1	1	5
psvid_89326_sp|O15498|YKT6_HUMAN	YKT6_HUMAN	AZ907	B2021-05-06	21.2003	0	2	1	4
psvid_90367_sp|Q9Y3D7|TIM16_HUMAN	TIM16_HUMAN	AZ907	B2021-05-06	19.6002	0	2	1	5
psvid_90620_sp|P03891|NU2M_HUMAN	NU2M_HUMAN	AZ907	B2021-05-06	20.2887	0	1	1	3
psvid_91201_sp|P34810|CD68_HUMAN	CD68_HUMAN	AZ907	B2021-05-06	22.1744	0	1	1	3
psvid_91354_sp|Q8N5N7|RM50_HUMAN	RM50_HUMAN	AZ907	B2021-05-06	22.0331	0	1	1	5
psvid_91594_sp|Q9UDX5|MTFP1_HUMAN	MTFP1_HUMAN	AZ907	B2021-05-06	19.8302	0	1	1	5
psvid_91739_sp|Q9HBI0|PARVG_HUMAN	PARVG_HUMAN	AZ907	B2021-05-06	19.7595	0	1	1	2
psvid_91766_sp|P58546|MTPN_HUMAN	MTPN_HUMAN	AZ907	B2021-05-06	20.1302	0	1	1	4
psvid_92024_sp|O95302|FKBP9_HUMAN	FKBP9_HUMAN	AZ907	B2021-05-06	20.0007	0	1	1	2
psvid_93094_sp|P15529|MCP_HUMAN	MCP_HUMAN	AZ907	B2021-05-06	20.8934	0	2	1	6
psvid_94245_sp|Q8NEA5|CS018_HUMAN	CS018_HUMAN	AZ907	B2021-05-06	19.1151	0	1	1	1
psvid_94652_sp|O00584|RNT2_HUMAN	RNT2_HUMAN	AZ907	B2021-05-06	21.4501	0	1	1	3
psvid_95434_sp|Q9Y3F4|STRAP_HUMAN	STRAP_HUMAN	AZ907	B2021-05-06	20.9657	0	2	1	2
psvid_95560_sp|O43670|ZN207_HUMAN	ZN207_HUMAN	AZ907	B2021-05-06	23.3499	0	2	1	6
psvid_95665_sp|P20132|SDHL_HUMAN	SDHL_HUMAN	AZ907	B2021-05-06	21.7172	0	2	1	6
psvid_98402_sp|P10153|RNAS2_HUMAN	RNAS2_HUMAN	AZ907	B2021-05-06	19.4441	0	1	1	2
psvid_99059_sp|Q9H8Y8|GORS2_HUMAN	GORS2_HUMAN	AZ907	B2021-05-06	20.9799	0	1	1	7
psvid_99283_sp|O75506|HSBP1_HUMAN	HSBP1_HUMAN	AZ907	B2021-05-06	18.9742	0	1	1	1
psvid_99322_sp|Q5RI15|COX20_HUMAN	COX20_HUMAN	AZ907	B2021-05-06	21.7762	0	3	1	7
psvid_99854_sp|P0DJ93|SIM13_HUMAN	SIM13_HUMAN	AZ907	B2021-05-06	18.3203	0	1	1	2
psvid_99903_sp|Q8N9N2|ASCC1_HUMAN	ASCC1_HUMAN	AZ907	B2021-05-06	18.2658	0	1	1	1
psvid_100102_sp|Q8N0U2|TMM61_HUMAN	TMM61_HUMAN	AZ909	B2021-05-06	26.3767	0	1	1	3
psvid_100108_sp|P03950|ANGI_HUMAN	ANGI_HUMAN	AZ909	B2021-05-06	22.1985	0	1	1	3
