protein_group	AZ905	AZ907	AZ909	AZ906	AZ908	AZ910	AZ941	AZ942
sp|P61956|SUMO2_HUMAN	1	4	2	1	2	1	0	0
sp|P55854|SUMO3_HUMAN	1	4	2	1	2	1	0	0
sp|Q9H0E2|TOLIP_HUMAN	2	2	1	2	2	1	0	1
sp|Q9NP80|PLPL8_HUMAN	3	3	1	2	1	0	0	1
sp|C9JRZ8|AK1BF_HUMAN	0	13	0	0	14	0	0	0
sp|P26640|SYVC_HUMAN	4	0	1	3	1	3	0	0
sp|P27701|CD82_HUMAN	2	1	3	5	0	2	0	0
sp|P52566|GDIR2_HUMAN	4	0	1	3	0	0	4	3
sp|P98179|RBM3_HUMAN	0	4	4	0	4	4	0	0
sp|Q8N4H5|TOM5_HUMAN	1	0	1	2	1	2	1	2
sp|Q96PE2|ARHGH_HUMAN	2	0	2	1	0	2	3	2
sp|Q9H6S3|ES8L2_HUMAN	5	1	0	4	0	0	1	1
sp|Q9NY64|SL2A8_HUMAN	2	1	1	1	1	1	1	2
sp|Q9P0K7|RAI14_HUMAN	0	1	3	1	2	2	0	1
sp|A0A0B4J2F0|PIOS1_HUMAN	2	1	1	3	1	0	1	1
sp|A4FU01|MTMRB_HUMAN	1	1	1	1	1	1	2	2
sp|P21439|MDR3_HUMAN	2	0	2	1	0	5	0	1
sp|P23588|IF4B_HUMAN	1	1	1	1	1	4	0	0
sp|P57729|RAB38_HUMAN	1	0	1	1	1	2	2	3
sp|Q14722|KCAB1_HUMAN	1	1	1	1	2	2	0	1
sp|Q15404|RSU1_HUMAN	1	1	1	2	1	0	2	1
sp|Q587I9|SFT2C_HUMAN	2	2	1	1	2	1	1	0
sp|Q6UW63|PLGT2_HUMAN	2	2	2	2	1	1	0	0
sp|Q9BQQ7|RTP3_HUMAN	1	1	1	2	0	0	2	3
sp|Q9H2W6|RM46_HUMAN	0	1	2	1	2	1	1	1
sp|Q9Y2G5|OFUT2_HUMAN	2	1	2	1	2	2	0	0
sp|K1H5_HUMAN|	1	1	2	1	1	3	0	0
sp|O00214|LEG8_HUMAN	2	1	1	3	1	1	0	0
sp|O75845|SC5D_HUMAN	1	1	1	3	0	0	4	4
sp|O76021|RL1D1_HUMAN	4	0	2	7	1	0	0	0
sp|P15529|MCP_HUMAN	2	0	2	2	1	0	3	1
sp|P35030|TRY3_HUMAN	1	1	2	1	2	1	0	1
sp|P48960|AGRE5_HUMAN	1	3	1	1	2	2	0	0
sp|P49895|IOD1_HUMAN	2	0	1	0	1	0	5	2
sp|Q5TZA2|CROCC_HUMAN	2	2	1	1	0	1	2	1
sp|Q6ZUJ8|BCAP_HUMAN	2	1	2	4	1	0	1	0
sp|Q7Z3Y9|K1C26_HUMAN	2	0	1	1	1	2	1	1
sp|Q8IVM8|S22A9_HUMAN	2	1	2	1	1	0	1	1
sp|Q8NG11|TSN14_HUMAN	2	1	0	1	1	2	1	1
sp|Q8TAT6|NPL4_HUMAN	0	4	4	0	2	4	0	0
sp|Q9BUB7|TMM70_HUMAN	1	1	1	0	0	0	4	3
sp|Q9UI12|VATH_HUMAN	3	1	1	1	1	1	0	1
sp|O00566|MPP10_HUMAN	1	1	2	2	2	2	0	0
sp|P48775|T23O_HUMAN	4	0	0	3	0	2	1	1
sp|P78310|CXAR_HUMAN	4	1	2	2	1	2	0	0
sp|Q13183|S13A2_HUMAN	1	2	1	1	2	1	1	0
sp|Q13523|PRP4K_HUMAN	3	1	1	2	1	1	0	0
sp|Q8N138|ORML3_HUMAN	4	3	0	1	1	1	0	1
sp|Q8WY22|BRI3B_HUMAN	1	1	2	1	1	0	1	3
sp|Q9NRA2|S17A5_HUMAN	2	2	1	4	1	0	1	0
sp|Q9NZC7|WWOX_HUMAN	1	0	1	1	0	1	2	3
sp|Q9UPE1|SRPK3_HUMAN	1	2	1	2	1	1	0	2
sp|O00151|PDLI1_HUMAN	2	0	2	1	1	1	2	0
sp|P06241|FYN_HUMAN	1	2	2	3	0	3	0	0
sp|P11245|ARY2_HUMAN	1	2	2	0	0	1	3	3
sp|P17480|UBF1_HUMAN	1	1	2	4	1	0	0	1
sp|P17612|KAPCA_HUMAN	3	0	2	3	1	0	1	0
sp|Q15751|HERC1_HUMAN	2	1	1	2	0	1	1	2
sp|Q16186|ADRM1_HUMAN	1	2	2	1	1	2	0	0
sp|Q8TEQ8|PIGO_HUMAN	1	1	0	2	1	1	2	2
sp|Q969V4|TEKT1_HUMAN	1	2	1	2	2	2	0	0
sp|Q96G03|PGM2_HUMAN	1	2	0	2	2	0	1	1
sp|Q9UI47|CTNA3_HUMAN	1	1	1	1	1	1	1	1
sp|Q9Y6G9|DC1L1_HUMAN	2	3	1	0	3	1	0	0
sp|A0PJX8|TMM82_HUMAN	2	0	0	0	0	0	7	6
sp|O43432|IF4G3_HUMAN	1	2	2	1	2	2	0	0
sp|P04233|HG2A_HUMAN	0	5	2	0	3	3	0	0
sp|P08185|CBG_HUMAN	1	2	0	2	1	1	1	1
sp|P21291|CSRP1_HUMAN	2	1	0	2	1	1	1	1
sp|P38571|LICH_HUMAN	1	3	1	1	0	0	1	2
sp|Q5BJH7|YIF1B_HUMAN	1	1	2	1	1	1	0	1
sp|Q5T2L2|AKCL1_HUMAN	2	2	0	2	2	1	1	0
sp|Q7L5D6|GET4_HUMAN	2	2	1	1	1	1	0	1
sp|Q8IYF3|TEX11_HUMAN	1	1	2	1	2	2	0	0
sp|Q8N752|KC1AL_HUMAN	1	1	1	1	1	0	2	1
sp|Q96SQ9|CP2S1_HUMAN	4	0	1	1	0	0	3	2
sp|Q9BZH6|WDR11_HUMAN	1	4	2	0	1	2	0	0
sp|Q9GZZ1|NAA50_HUMAN	1	0	1	3	1	0	2	1
sp|Q9NTX5|ECHD1_HUMAN	3	3	0	2	2	1	0	0
sp|Q9NUM3|S39A9_HUMAN	2	1	4	1	0	2	0	0
sp|Q9NYM9|BET1L_HUMAN	2	2	2	1	0	1	1	0
sp|Q9NZJ6|COQ3_HUMAN	2	3	0	2	2	2	0	0
sp|O00567|NOP56_HUMAN	1	2	1	1	1	1	0	2
sp|P0CG30|GSTT2_HUMAN	4	0	0	3	1	0	2	1
sp|P17661|DESM_HUMAN	0	5	1	0	7	1	0	0
sp|P24666|PPAC_HUMAN	1	1	2	1	1	1	1	0
sp|P56589|PEX3_HUMAN	0	0	1	0	1	1	6	4
sp|Q2M2I5|K1C24_HUMAN	1	1	2	1	1	1	0	1
sp|Q5TFQ8|SIRBL_HUMAN	3	0	0	3	0	1	3	2
sp|Q70UQ0|IKIP_HUMAN	1	3	1	1	2	1	0	0
sp|Q9BSU3|NAA11_HUMAN	3	1	1	1	0	1	1	1
sp|Q9H2U2|IPYR2_HUMAN	3	2	0	3	1	0	2	0
sp|Q9NR50|EI2BG_HUMAN	1	2	1	1	0	1	1	1
sp|Q9NRX6|KISHB_HUMAN	1	2	1	1	1	0	1	1
sp|O14495|PLPP3_HUMAN	2	0	2	3	0	1	2	0
sp|O95183|VAMP5_HUMAN	2	1	1	2	1	1	0	1
sp|P07585|PGS2_HUMAN	3	0	1	4	1	0	0	1
sp|P10619|PPGB_HUMAN	1	2	2	1	1	0	2	0
sp|P16284|PECA1_HUMAN	5	0	0	2	0	1	1	2
sp|P18031|PTN1_HUMAN	2	1	1	0	0	0	4	2
sp|P41219|PERI_HUMAN	0	7	3	0	6	1	0	0
sp|P54886|P5CS_HUMAN	1	7	0	0	3	2	0	0
sp|Q13367|AP3B2_HUMAN	1	2	1	1	1	1	0	1
sp|Q13428|TCOF_HUMAN	2	1	1	2	0	2	0	2
sp|Q8IY26|PLPP6_HUMAN	0	1	2	1	2	2	1	0
sp|Q8TB61|S35B2_HUMAN	3	1	2	2	2	1	0	0
sp|Q8WWB7|GLMP_HUMAN	3	1	1	1	1	0	1	0
sp|Q92539|LPIN2_HUMAN	0	3	1	1	3	1	0	0
sp|Q96MK3|FA20A_HUMAN	2	1	3	1	1	1	0	1
sp|Q9H2B4|S26A1_HUMAN	4	1	2	3	0	2	0	0
sp|Q9H4A5|GLP3L_HUMAN	1	2	2	1	2	1	0	0
sp|Q9UKM7|MA1B1_HUMAN	3	2	2	3	0	2	0	0
sp|L0R6Q1|S35U4_HUMAN	1	1	1	2	0	1	1	1
sp|P50213|IDH3A_HUMAN	3	3	1	3	2	0	0	0
sp|Q08174|PCDH1_HUMAN	2	0	2	1	0	1	1	1
sp|Q14956|GPNMB_HUMAN	2	1	1	1	1	0	1	2
sp|Q5VST9|OBSCN_HUMAN	1	1	2	1	1	2	0	0
sp|Q86V24|PAQR2_HUMAN	2	0	1	2	1	2	1	0
sp|Q8NI27|THOC2_HUMAN	0	3	2	1	2	2	0	0
sp|Q9H3Z4|DNJC5_HUMAN	3	1	0	3	0	0	2	2
sp|Q9NNW7|TRXR2_HUMAN	2	3	0	2	2	0	0	2
sp|Q9NRA0|SPHK2_HUMAN	2	1	0	3	1	1	0	1
sp|Q9P126|CLC1B_HUMAN	4	0	0	4	0	0	2	3
sp|Q9UIQ6|LCAP_HUMAN	3	2	1	3	0	1	0	0
sp|Q9Y6E0|STK24_HUMAN	1	1	2	1	1	2	0	0
sp|O43638|FOXS1_HUMAN	1	2	0	0	1	1	3	2
sp|P10398|ARAF_HUMAN	2	2	0	1	3	1	0	0
sp|P68400|CSK21_HUMAN	1	1	2	2	0	1	1	0
sp|Q8NEV1|CSK23_HUMAN	1	1	2	2	0	1	1	0
sp|Q12770|SCAP_HUMAN	2	1	1	0	0	1	1	2
sp|Q13573|SNW1_HUMAN	2	2	1	0	1	0	1	3
sp|Q14353|GAMT_HUMAN	1	0	2	1	0	1	2	3
sp|Q15042|RB3GP_HUMAN	0	4	2	2	2	1	0	0
sp|Q4VC31|MIX23_HUMAN	3	0	0	2	0	0	3	4
sp|Q6P461|ACSM6_HUMAN	1	2	0	2	3	0	1	0
sp|Q8NC44|RETR2_HUMAN	1	0	1	1	0	2	3	1
sp|Q92747|ARC1A_HUMAN	3	2	1	2	0	0	2	0
sp|Q9BRZ2|TRI56_HUMAN	3	2	3	0	2	1	0	0
sp|Q9H4G4|GAPR1_HUMAN	3	1	0	3	0	1	0	2
sp|P12821|ACE_HUMAN	5	0	0	6	0	0	0	2
sp|P31997|CEAM8_HUMAN	2	1	1	2	1	2	0	0
sp|P06731|CEAM5_HUMAN	2	1	1	2	1	2	0	0
sp|Q3ZAQ7|VMA21_HUMAN	0	0	1	2	1	1	3	3
sp|Q6TFL3|CC171_HUMAN	0	1	0	1	1	1	2	2
sp|Q7Z3Q1|S46A3_HUMAN	3	0	0	2	1	0	3	2
sp|Q86V81|THOC4_HUMAN	2	1	1	0	3	3	0	0
sp|Q8IV08|PLD3_HUMAN	2	3	1	1	3	0	0	0
sp|Q8WUA8|TSK_HUMAN	5	0	0	2	0	0	1	2
sp|Q9BV81|EMC6_HUMAN	1	1	1	1	1	1	3	0
sp|Q9H008|LHPP_HUMAN	2	3	0	2	1	0	0	1
sp|Q9H299|SH3L3_HUMAN	3	1	1	3	2	1	0	0
sp|Q9NYZ1|TV23B_HUMAN	1	0	2	2	0	1	1	1
sp|Q9P2C4|TM181_HUMAN	2	1	1	1	1	1	1	0
sp|C9JI98|TM238_HUMAN	1	1	1	1	1	1	2	0
sp|P08069|IGF1R_HUMAN	2	2	1	2	0	2	0	0
sp|P35858|ALS_HUMAN	2	1	3	1	1	0	0	0
sp|P46379|BAG6_HUMAN	0	1	2	1	0	3	1	0
sp|P52630|STAT2_HUMAN	0	3	2	1	3	1	0	0
sp|Q8N129|CNPY4_HUMAN	1	0	3	2	1	0	1	0
sp|Q96A29|FUCT1_HUMAN	3	3	2	2	0	1	0	0
sp|Q99728|BARD1_HUMAN	0	0	0	0	0	0	14	1
sp|Q9H1E3|NUCKS_HUMAN	0	3	1	1	1	1	1	0
sp|Q9Y6D5|BIG2_HUMAN	0	4	2	1	1	1	0	0
sp|A0A494C071|PWWP4_HUMAN	2	1	0	2	0	0	4	1
sp|O43157|PLXB1_HUMAN	1	0	1	1	0	0	3	2
sp|O95865|DDAH2_HUMAN	6	1	1	2	1	1	0	0
sp|P00742|FA10_HUMAN	3	2	0	1	2	0	1	0
sp|P02008|HBAZ_HUMAN	1	1	1	1	1	0	1	1
sp|P04066|FUCO_HUMAN	2	3	0	1	1	0	0	1
sp|P0C7U0|ELFN1_HUMAN	1	1	1	1	1	1	1	0
sp|P11150|LIPC_HUMAN	3	1	1	2	1	0	0	0
sp|P58335|ANTR2_HUMAN	1	0	1	1	1	1	1	1
sp|Q16543|CDC37_HUMAN	1	1	1	1	0	1	1	1
sp|Q4V328|GRAP1_HUMAN	2	1	0	2	0	1	1	1
sp|Q6P1M3|L2GL2_HUMAN	4	1	1	2	1	0	0	0
sp|Q86SQ9|DHDDS_HUMAN	1	1	1	1	0	1	1	1
sp|Q8N5Y8|PAR16_HUMAN	2	1	2	0	0	0	2	2
sp|Q96AB3|ISOC2_HUMAN	2	2	0	0	1	0	2	2
sp|Q96ES6|S33A2_HUMAN	1	1	1	1	1	0	1	1
sp|Q9H0N0|RAB6C_HUMAN	1	1	0	1	1	0	3	4
sp|Q9NYJ1|COA4_HUMAN	5	0	0	2	0	0	1	2
sp|Q9UHW9|S12A6_HUMAN	2	1	1	1	1	2	0	0
sp|Q9UP95|S12A4_HUMAN	2	1	1	1	1	2	0	0
sp|Q9UKK9|NUDT5_HUMAN	1	1	1	1	1	0	1	1
sp|Q9Y5Y7|LYVE1_HUMAN	0	1	1	1	1	1	1	1
sp|O43813|LANC1_HUMAN	2	1	3	2	0	1	0	0
sp|P04216|THY1_HUMAN	2	0	2	3	0	1	0	1
sp|P05543|THBG_HUMAN	1	4	1	1	1	0	0	0
sp|P09234|RU1C_HUMAN	1	1	1	1	3	1	0	0
sp|P31939|PUR9_HUMAN	1	2	2	2	0	1	0	0
sp|P42285|MTREX_HUMAN	1	2	2	1	0	2	0	0
sp|Q13151|ROA0_HUMAN	1	1	1	0	1	2	0	1
sp|Q5VVP1|S31A6_HUMAN	0	0	0	1	4	6	0	0
sp|Q7Z7N9|T179B_HUMAN	2	0	0	2	1	0	2	2
sp|Q8TF09|DLRB2_HUMAN	1	2	1	0	3	2	0	0
sp|Q92685|ALG3_HUMAN	0	0	2	1	0	1	2	2
sp|Q96AE4|FUBP1_HUMAN	1	0	4	0	1	3	0	0
sp|Q96EL3|RM53_HUMAN	1	1	1	1	1	2	0	0
sp|Q9H3H5|GPT_HUMAN	0	1	2	1	0	1	1	1
sp|Q9H490|PIGU_HUMAN	1	1	3	0	0	0	2	1
sp|Q9HA65|TBC17_HUMAN	1	3	0	0	1	0	2	1
sp|Q9HC36|MRM3_HUMAN	1	1	1	1	1	2	0	0
sp|Q9NUP9|LIN7C_HUMAN	2	1	2	2	0	0	0	1
sp|Q9P253|VPS18_HUMAN	1	2	1	1	1	1	0	0
sp|Q9UDX5|MTFP1_HUMAN	2	0	1	2	0	0	2	1
sp|Q9UII2|ATIF1_HUMAN	1	2	1	2	1	1	0	0
sp|P16083|NQO2_HUMAN	2	4	0	1	2	0	0	0
sp|NQO2_HUMAN|	2	4	0	1	2	0	0	0
sp|P48728|GCST_HUMAN	0	3	3	0	1	2	0	0
sp|P82930|RT34_HUMAN	1	1	2	1	1	1	0	0
sp|Q11201|SIA4A_HUMAN	3	0	3	3	0	2	0	0
sp|Q13895|BYST_HUMAN	2	0	1	3	0	1	1	0
sp|Q15323|K1H1_HUMAN	1	1	2	1	1	1	0	0
sp|O76015|KRT38_HUMAN	1	1	2	1	1	1	0	0
sp|K1H2_HUMAN|	1	1	2	1	1	1	0	0
sp|K1HB_HUMAN|,sp|Q14525|KT33B_HUMAN	1	1	2	1	1	1	0	0
sp|Q14532|K1H2_HUMAN	1	1	2	1	1	1	0	0
sp|K1H7_HUMAN|,sp|O76014|KRT37_HUMAN	1	1	2	1	1	1	0	0
sp|K1H1_HUMAN|	1	1	2	1	1	1	0	0
sp|K1H6_HUMAN|,sp|O76013|KRT36_HUMAN	1	1	2	1	1	1	0	0
sp|Q5JU69|TOR2A_HUMAN	1	0	0	2	1	1	1	1
sp|Q6N069|NAA16_HUMAN	2	1	0	2	0	0	2	1
sp|Q96BY6|DOC10_HUMAN	1	1	2	1	1	1	0	0
sp|Q96E52|OMA1_HUMAN	3	1	0	2	0	0	1	1
sp|Q9BY43|CHM4A_HUMAN	4	0	0	2	0	0	1	2
sp|Q9HCS7|SYF1_HUMAN	1	1	2	1	1	1	0	0
sp|Q9UID3|VPS51_HUMAN	1	1	1	2	2	1	0	0
sp|Q9Y6D6|BIG1_HUMAN	0	3	2	1	1	1	0	0
sp|O75478|TAD2A_HUMAN	2	1	1	4	2	0	0	0
sp|P09132|SRP19_HUMAN	1	1	1	1	0	3	0	0
sp|Q7Z2T5|TRM1L_HUMAN	2	0	0	2	0	1	1	2
sp|Q8TDN6|BRX1_HUMAN	1	0	1	3	1	1	0	0
sp|Q96C23|GALM_HUMAN	1	3	0	1	1	0	1	0
sp|Q96JD6|AKCL2_HUMAN	2	1	1	1	2	1	0	0
sp|Q9BX51|GGTL1_HUMAN	2	0	1	2	0	0	2	2
sp|Q9BX68|HINT2_HUMAN	2	1	0	0	2	0	2	1
sp|Q9GZS3|SKI8_HUMAN	0	1	2	2	1	2	0	0
sp|P04732|MT1E_HUMAN	2	1	1	2	1	1	0	0
sp|Q93083|MT1L_HUMAN	2	1	1	2	1	1	0	0
sp|P07438|MT1B_HUMAN	2	1	1	2	1	1	0	0
sp|P04733|MT1F_HUMAN	2	1	1	2	1	1	0	0
sp|P16278|BGAL_HUMAN	3	3	2	0	2	0	0	0
sp|P17405|ASM_HUMAN	2	2	0	0	1	1	1	0
sp|P17931|LEG3_HUMAN	1	1	1	1	2	1	0	0
sp|P42025|ACTY_HUMAN	1	2	0	1	2	1	0	0
sp|P57764|GSDMD_HUMAN	1	1	1	2	0	1	0	1
sp|Q12974|TP4A2_HUMAN	2	0	1	1	0	1	1	1
sp|Q15833|STXB2_HUMAN	4	1	0	5	0	0	0	0
sp|Q4G0F5|VP26B_HUMAN	0	1	3	0	3	1	0	0
sp|Q6ZR08|DYH12_HUMAN	2	2	1	0	0	0	1	3
sp|Q8NE18|NSUN7_HUMAN	1	1	1	1	2	1	0	0
sp|Q9BX67|JAM3_HUMAN	2	1	0	1	1	0	1	1
sp|Q9C073|F117A_HUMAN	1	0	1	1	0	1	1	4
sp|Q9NP79|VTA1_HUMAN	2	0	1	1	0	1	1	1
sp|Q9Y279|VSIG4_HUMAN	3	3	0	3	1	0	0	0
sp|O15020|SPTN2_HUMAN	3	1	0	4	1	1	0	0
sp|O15498|YKT6_HUMAN	4	0	2	2	0	1	0	0
sp|O43491|E41L2_HUMAN	5	0	0	4	0	0	0	1
sp|O43615|TIM44_HUMAN	1	3	1	1	1	0	0	0
sp|O75093|SLIT1_HUMAN	1	2	1	1	0	2	0	0
sp|P05106|ITB3_HUMAN	4	0	0	1	0	0	1	2
sp|P05997|CO5A2_HUMAN	1	1	1	0	1	0	2	1
sp|P13535|MYH8_HUMAN	1	0	1	0	1	1	2	1
sp|P12883|MYH7_HUMAN	1	0	1	0	1	1	2	1
sp|Q9Y623|MYH4_HUMAN	1	0	1	0	1	1	2	1
sp|P11055|MYH3_HUMAN	1	0	1	0	1	1	2	1
sp|Q9UKX3|MYH13_HUMAN	1	0	1	0	1	1	2	1
sp|Q9UKX2|MYH2_HUMAN	1	0	1	0	1	1	2	1
sp|A7E2Y1|MYH7B_HUMAN	1	0	1	0	1	1	2	1
sp|P13533|MYH6_HUMAN	1	0	1	0	1	1	2	1
sp|P12882|MYH1_HUMAN	1	0	1	0	1	1	2	1
sp|P62861|RS30_HUMAN	1	1	0	1	1	0	2	1
sp|Q15349|KS6A2_HUMAN	1	3	0	1	1	1	0	0
sp|P51812|KS6A3_HUMAN	1	3	0	1	1	1	0	0
sp|Q15418|KS6A1_HUMAN	1	3	0	1	1	1	0	0
sp|Q6PIW4|FIGL1_HUMAN	2	0	1	2	1	2	0	0
sp|Q86YA3|ZGRF1_HUMAN	0	0	3	0	1	1	1	1
sp|Q8IY21|DDX60_HUMAN	0	2	2	0	1	3	0	0
sp|Q8TB96|TIP_HUMAN	3	1	1	1	1	1	0	0
sp|Q92934|BAD_HUMAN	2	1	0	1	1	1	0	1
sp|Q96IJ6|GMPPA_HUMAN	3	1	2	1	0	1	0	0
sp|Q99607|ELF4_HUMAN	1	0	1	2	3	1	0	0
sp|Q99942|RNF5_HUMAN	1	1	0	1	0	1	2	1
sp|Q9HAT2|SIAE_HUMAN	2	2	0	1	2	1	0	0
sp|O43598|DNPH1_HUMAN	1	1	1	0	1	1	2	0
sp|P02745|C1QA_HUMAN	1	1	0	1	0	1	1	2
sp|P09972|ALDOC_HUMAN	1	2	0	1	0	1	1	1
sp|P30154|2AAB_HUMAN	3	2	1	2	0	1	0	0
sp|P42685|FRK_HUMAN	0	0	2	2	1	3	0	0
sp|P42858|HD_HUMAN	2	1	1	1	1	1	0	0
sp|P52943|CRIP2_HUMAN	1	0	0	1	0	1	2	2
sp|Q6KB66|K2C80_HUMAN	1	0	2	1	2	1	0	0
sp|Q6PJI9|WDR59_HUMAN	2	1	1	2	0	0	1	0
sp|Q7Z449|CP2U1_HUMAN	0	1	1	1	0	0	4	0
sp|Q8IXJ6|SIR2_HUMAN	1	2	0	2	1	1	0	0
sp|Q8N386|LRC25_HUMAN	1	0	2	2	0	1	0	1
sp|Q8N5N7|RM50_HUMAN	3	0	0	2	1	1	1	0
sp|Q8TEX9|IPO4_HUMAN	2	1	1	1	1	1	0	0
sp|Q969N2|PIGT_HUMAN	2	3	2	0	1	0	0	0
sp|Q96DV4|RM38_HUMAN	2	2	1	1	0	0	0	1
sp|Q96EX1|SIM12_HUMAN	1	1	0	2	0	0	2	2
sp|Q9H977|WDR54_HUMAN	0	1	1	1	1	0	1	2
sp|Q9NVZ3|NECP2_HUMAN	1	2	1	2	1	0	0	0
sp|Q9UBV8|PEF1_HUMAN	3	0	1	1	0	0	1	2
sp|Q9UGT4|SUSD2_HUMAN	2	0	1	1	0	2	0	1
sp|Q9Y5Y2|NUBP2_HUMAN	3	0	0	2	0	0	2	1
sp|O15162|PLS1_HUMAN	1	2	0	2	1	1	0	0
sp|O15218|ACKR5_HUMAN	1	1	0	1	1	1	1	0
sp|O75387|LAT3_HUMAN	1	1	1	0	1	1	1	0
sp|O95528|GTR10_HUMAN	1	1	1	1	1	1	0	0
sp|P13164|IFM1_HUMAN	0	1	2	0	1	3	0	0
sp|P14920|OXDA_HUMAN	1	1	1	1	1	1	0	0
sp|P15428|PGDH_HUMAN	0	4	1	0	4	0	0	0
sp|P23458|JAK1_HUMAN	5	0	0	2	0	0	2	0
sp|P28907|CD38_HUMAN	1	0	1	1	1	1	0	1
sp|P45877|PPIC_HUMAN	1	1	1	1	1	1	0	0
sp|P48230|T4S4_HUMAN	1	1	0	2	0	0	2	1
sp|P49406|RM19_HUMAN	1	0	1	1	1	1	1	0
sp|P51790|CLCN3_HUMAN	1	1	1	1	1	1	0	0
sp|Q01628|IFM3_HUMAN	0	1	2	0	1	3	0	0
sp|Q12999|TSN31_HUMAN	1	1	1	1	1	1	0	0
sp|Q13642|FHL1_HUMAN	1	1	1	1	0	1	1	0
sp|Q13769|THOC5_HUMAN	1	1	1	1	1	1	0	0
sp|Q14833|GRM4_HUMAN	1	1	1	1	1	1	0	0
sp|Q149N8|SHPRH_HUMAN	1	2	0	1	1	0	0	2
sp|Q15424|SAFB1_HUMAN	0	4	1	0	5	0	0	0
sp|Q5VZE5|NAA35_HUMAN	2	0	2	3	0	1	0	0
sp|Q6ZNB6|NFXL1_HUMAN	1	0	0	1	0	0	5	4
sp|Q86X83|COMD2_HUMAN	1	1	1	1	1	1	0	0
sp|Q8N4T8|CBR4_HUMAN	1	3	0	1	2	0	0	0
sp|Q8NBP5|S67A2_HUMAN	1	1	1	1	1	1	0	0
sp|Q96AE7|TTC17_HUMAN	1	2	0	2	1	1	0	0
sp|Q96NA2|RILP_HUMAN	1	1	1	1	1	1	0	0
sp|Q9BPX5|ARP5L_HUMAN	1	1	1	1	1	1	0	0
sp|Q9BRQ8|FSP1_HUMAN	1	1	1	1	1	1	0	0
sp|Q9BW60|ELOV1_HUMAN	0	1	1	0	1	1	1	1
sp|Q9BZL1|UBL5_HUMAN	1	1	0	1	1	0	1	1
sp|Q9H8P0|SR5A3_HUMAN	1	1	1	1	1	1	0	0
sp|Q9HCJ1|ANKH_HUMAN	1	1	1	1	1	1	0	0
sp|Q9NQG1|MANBL_HUMAN	1	1	0	3	1	0	1	0
sp|Q9NRQ5|SMCO4_HUMAN	1	0	1	1	1	1	0	1
sp|Q9NTK5|OLA1_HUMAN	1	1	1	1	1	1	0	0
sp|Q9UGM5|FETUB_HUMAN	1	1	1	1	1	1	0	0
sp|Q9Y287|ITM2B_HUMAN	1	1	1	0	1	1	0	1
sp|Q9Y399|RT02_HUMAN	1	1	1	1	1	1	0	0
sp|Q9Y3C6|PPIL1_HUMAN	1	1	1	1	1	1	0	0
sp|Q9Y5Z9|UBIA1_HUMAN	1	1	1	1	1	1	0	0
sp|A6NIV6|LRIQ4_HUMAN	0	1	1	1	1	2	0	0
sp|CYC_HORSE|	1	1	1	2	2	0	0	0
sp|O00764|PDXK_HUMAN	1	0	2	1	1	1	0	0
sp|O75192|PX11A_HUMAN	1	0	0	1	0	1	3	2
sp|P00491|PNPH_HUMAN	1	2	0	0	0	1	1	1
sp|P00995|ISK1_HUMAN	0	2	2	0	2	2	0	0
sp|P13498|CY24A_HUMAN	2	0	0	2	0	0	2	2
sp|P21757|MSRE_HUMAN	1	2	1	1	1	0	0	0
sp|P28065|PSB9_HUMAN	0	1	0	1	1	2	1	0
sp|P84090|ERH_HUMAN	0	1	1	0	0	1	2	2
sp|Q08357|S20A2_HUMAN	2	1	1	2	1	0	0	0
sp|Q08554|DSC1_HUMAN	0	1	1	1	1	2	0	0
sp|Q13790|APOF_HUMAN	2	0	1	1	1	1	0	0
sp|Q14160|SCRIB_HUMAN	3	0	1	2	1	0	0	0
sp|Q8TCZ2|C99L2_HUMAN	2	0	0	0	0	1	1	3
sp|Q96FQ6|S10AG_HUMAN	3	0	1	3	0	1	0	0
sp|Q96PK6|RBM14_HUMAN	1	0	1	1	0	0	2	1
sp|Q9BVV7|TIM21_HUMAN	3	1	0	3	0	1	0	0
sp|Q9NP92|RT30_HUMAN	2	0	1	2	0	1	1	0
sp|A4FU69|EFCB5_HUMAN	1	2	1	1	1	0	0	0
sp|O75592|MYCB2_HUMAN	1	1	0	1	2	1	0	0
sp|P07864|LDHC_HUMAN	1	1	0	1	0	0	2	3
sp|P07195|LDHB_HUMAN	1	1	0	1	0	0	2	3
sp|Q6ZMR3|LDH6A_HUMAN	1	1	0	1	0	0	2	3
sp|P22061|PIMT_HUMAN	2	2	1	1	0	1	0	0
sp|P22694|KAPCB_HUMAN	2	0	2	2	1	0	0	0
sp|Q5T011|SZT2_HUMAN	0	2	1	2	1	1	0	0
sp|Q6UB35|C1TM_HUMAN	1	1	2	0	0	1	0	1
sp|Q6Y1H2|HACD2_HUMAN	3	2	0	2	1	0	0	0
sp|Q8N4A0|GALT4_HUMAN	2	2	1	1	0	1	0	0
sp|Q8NFP0|PXT1_HUMAN	1	2	1	1	1	0	0	0
sp|Q96B49|TOM6_HUMAN	1	1	0	3	1	1	0	0
sp|Q96DA6|TIM14_HUMAN	1	0	0	1	1	0	2	2
sp|Q9BRF8|CPPED_HUMAN	2	2	1	2	0	0	0	0
sp|Q9H477|RBSK_HUMAN	1	1	0	2	1	1	0	0
sp|Q9HC38|GLOD4_HUMAN	2	1	0	1	1	0	0	1
