feature	first_member_id	log2fc	ci_low	ci_high	se	t	p	q	residual_sd	mean_log2_abundance	prior_variance	prior_sd	notrend_se	notrend_t	notrend_p	notrend_q	hit_q05_trend	hit_q05_notrend	hit_q10_trend	hit_q10_notrend
sp|Q9Y3U8|RL36_HUMAN	psvid_51350_sp|Q9Y3U8|RL36_HUMAN	0.4227861157461259	0.12008795538893663	0.7254842761033151	0.11762946917205054	3.5942193629024928	0.015733122572565334	0.7026140675292368	0.19178542391094308	-10.673450219931068	0.013889526063072075	0.11785383346786847	0.13386015560830278	3.158416437100737	0.02924311295148371	0.7206511690381262	False	False	False	False
sp|O75380|NDUS6_HUMAN	psvid_88323_sp|O75380|NDUS6_HUMAN	0.3188515511453991	0.08996589556295043	0.5477372067278478	0.08894569473263325	3.584789034521035	0.01589011031928355	0.7026140675292368	0.1154841012740239	-11.239522390630123	0.01958496923828095	0.13994630841247993	0.10035590385781692	3.1772077066551487	0.028677029271307754	0.7206511690381262	False	False	False	False
sp|Q9Y5C1|ANGL3_HUMAN	psvid_86071_sp|Q9Y5C1|ANGL3_HUMAN	-0.6576801858752348	-1.1330174684069927	-0.18234290334347697	0.1847175818839353	-3.5604633796499074	0.016303383229939662	0.7026140675292368	0.18058502016527542	-14.384714993884925	0.12216163814139001	0.3495162916680566	0.128540181359149	-5.116533825618596	0.005060102750275507	0.6821189646413428	False	False	False	False
sp|O75521|ECI2_HUMAN	psvid_38263_sp|O75521|ECI2_HUMAN	-0.4426355725979034	-0.7633412482590776	-0.12192989693672929	0.12462724697095022	-3.551675763977028	0.016455682332030343	0.7026140675292368	0.1424316541789716	-12.513031188653677	0.047373304692971824	0.21765409413326417	0.11134446019319526	-3.9753713101655936	0.013162697463020115	0.7206511690381262	False	False	False	False
sp|P49585|PCY1A_HUMAN	psvid_50459_sp|P49585|PCY1A_HUMAN	0.5046500496213802	0.13832187878781727	0.870978220454943	0.14235629389710236	3.544978840107696	0.016572837232068125	0.7026140675292368	0.16518982880193556	-12.869160445657766	0.06057165050032141	0.24611308478080032	0.12141186724378934	4.156513371201734	0.011179191323525328	0.7206511690381262	False	False	False	False
sp|P12694|ODBA_HUMAN	psvid_47964_sp|P12694|ODBA_HUMAN	-0.31296511608152855	-0.5406991759624056	-0.08523105620065155	0.08849818097530865	-3.536401682299516	0.016724276206978167	0.7026140675292368	0.09100714344513414	-11.71543907666101	0.026834624674316753	0.163812773233093	0.09154017936946279	-3.418882486764404	0.02241595686152375	0.7206511690381262	False	False	False	False
sp|P06753|TPM3_HUMAN	psvid_10853_sp|P06753|TPM3_HUMAN	0.544644257997843	0.1479172752546915	0.9413712407409944	0.1541693690217295	3.5327656943389174	0.016788949158160572	0.7026140675292368	0.1942751316426839	-12.913096936675428	0.0623573309424517	0.24971449886310507	0.13505648606140358	4.032714561744335	0.012493037616355562	0.7206511690381262	False	False	False	False
sp|P56134|ATPK_HUMAN	psvid_86283_sp|P56134|ATPK_HUMAN	0.858438115505344	0.23098214546295015	1.4858940855477378	0.24383138833029866	3.520621858341254	0.01700702527200765	0.7026140675292368	0.43121100881146873	-11.056189082180017	0.017460395583313852	0.13213779014087473	0.2604686074251729	3.2957450189153983	0.0253836438929399	0.7206511690381262	False	False	False	False
sp|Q13418|ILK_HUMAN	psvid_43230_sp|Q13418|ILK_HUMAN	-0.8893769918311403	-1.5394992934390195	-0.23925469022326118	0.25263959696618704	-3.520338864181189	0.017012145564995022	0.7026140675292368	0.3621375776172518	-14.391887540350538	0.12237185090345111	0.3498168819589059	0.22249083777929057	-3.9973645688430386	0.012900988286191843	0.7206511690381262	False	False	False	False
sp|P08684|CP3A4_HUMAN	psvid_54083_sp|P08684|CP3A4_HUMAN	-0.2064926299837777	-0.3579153021992781	-0.05506995776827733	0.05884333268594863	-3.5091933199270797	0.017215208761902683	0.7026140675292368	0.10029359435238087	-6.417197904806811	0.002182692408613252	0.04671929375122501	0.09473232500021274	-2.1797483592143863	0.08744505171764055	0.7206511690381262	False	False	False	False
sp|Q16878|CDO1_HUMAN	psvid_51126_sp|Q16878|CDO1_HUMAN	0.8300493277492116	0.22023056790934226	1.439868087589081	0.2369775122732037	3.502650187298255	0.017335705294576457	0.7026140675292368	0.3152363110681199	-14.800793284744476	0.13190340342652312	0.3631850815032511	0.1971512825741246	4.210215205864213	0.010660308421902496	0.7206511690381262	False	False	False	False
sp|P10301|RRAS_HUMAN	psvid_90151_sp|P10301|RRAS_HUMAN	-0.615528550418051	-1.0681214561388461	-0.1629356446972558	0.17587904461708967	-3.4997264839488547	0.01738985771165485	0.7026140675292368	0.24654385474321464	-12.940970573762822	0.06350582531977662	0.25200362164019907	0.16109704516830586	-3.82085562013244	0.015187727387946852	0.7206511690381262	False	False	False	False
sp|Q9Y282|ERGI3_HUMAN	psvid_49848_sp|Q9Y282|ERGI3_HUMAN	-0.466866367991138	-0.8143396803269114	-0.11939305565536462	0.135029235834404	-3.45752062585683	0.018193441736060755	0.7026140675292368	0.15074677355237107	-12.785514258989199	0.057260830072500414	0.2392923527246544	0.11495017423244278	-4.061467249689238	0.012172373607030273	0.7206511690381262	False	False	False	False
sp|Q8NBN3|GPHCC_HUMAN	psvid_49917_sp|Q8NBN3|GPHCC_HUMAN	-0.9164675404011002	-1.611987229075269	-0.22094785172693154	0.2702811661653668	-3.3907932002941545	0.01955160635564968	0.7026140675292368	0.39278659589306025	-15.752244325888478	0.13372853032311935	0.3656891170422212	0.2392624548132321	-3.8303859296122886	0.015052720797055977	0.7206511690381262	False	False	False	False
sp|P07148|FABPL_HUMAN	psvid_73804_sp|P07148|FABPL_HUMAN	-0.7880006050468795	-1.3862962758327702	-0.18970493426098878	0.2324996031671744	-3.389255698988366	0.019584230741335844	0.7026140675292368	0.4206479332180886	-8.029302220823672	0.003945403992978081	0.06281245093910984	0.25462151593260796	-3.09479189989366	0.03125737406582296	0.7206511690381262	False	False	False	False
sp|O15245|S22A1_HUMAN	psvid_56180_sp|O15245|S22A1_HUMAN	-0.5549250252408595	-0.9771361202450703	-0.13271393023664863	0.16407257621021074	-3.3821924300736668	0.019734903126993514	0.7026140675292368	0.09676292694907467	-14.350749500721578	0.12114756029870381	0.34806258100908205	0.09349515428543625	-5.935334611531843	0.002798306126858151	0.6821189646413428	False	False	False	False
sp|Q9Y3B3|TMED7_HUMAN	psvid_61444_sp|Q9Y3B3|TMED7_HUMAN	-0.2025192613194231	-0.35871156377089763	-0.04632695886794855	0.06069682618634704	-3.336570856236585	0.02074037823352403	0.7026140675292368	0.03981012956645153	-10.925337739125736	0.01612037638602844	0.12696604422454233	0.07834486924926284	-2.584971591120865	0.05457805488180426	0.7206511690381262	False	False	False	False
sp|P01860|IGHG3_HUMAN	psvid_1265178_sp|P01860|IGHG3_HUMAN	-0.697557311726372	-1.2355625918671338	-0.15955203158561038	0.20907056534483187	-3.3364682903872738	0.020742703234569983	0.7026140675292368	0.2790667392151865	-13.819698097385006	0.1018623939135221	0.31915888506122164	0.17797153518137637	-3.919488085639479	0.013856221441852916	0.7206511690381262	False	False	False	False
